Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,ROE,ROA,Fluxo_Caixa_Operacional,Fluxo_Caixa_Livre,Fluxo_Caixa_Investimento,Fluxo_Caixa_Financiamento,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,DividendosProducao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2023,1T,2023\textos\2023_1T_AP.txt,18.872 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.7%,Não informado,4.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.700 milhões R$,Não informado,Não informado,12.300 milhões R$,Não informado,Não informado,Não informado,"Brasil: 63%, América do Norte: 93% (Laminados), 88% (Aço), Aços Especiais Brasil/América do Norte: 54% (Laminados), 64% (Aço)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_AP.txt,15.951 milhões R$,3.023 milhões R$,Não informado,Não informado,19.0%,Não informado,Não informado,5.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.142 milhões R$,Não informado,Não informado,12.600 milhões R$,Não informado,Não informado,Não informado,"Laminados: 85%, Aço: 67%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,18.872 milhões R$,4.322 milhões R$,2.143 milhões R$,Não informado,22.9%,11.4%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,Não informado,3.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,"0,37x EBITDA",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.700 milhões R$,Não informado,Não informado,"Gerdau: 752,1 milhões R$; Metalurgica Gerdau: 268,5 milhões R$","America_do_Norte Laminados: 89%, Aço: 76%; Acos_Especiais Laminados: 59%, Aço: 66%; Brasil Laminados: 63%, Aço: 72%; America_do_Sul Laminados: 94%, Aço: 86%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,1.894 milhões R$,1.617 milhões R$,Não informado,Não informado,85.4%,Não informado,Não informado,4.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,687 milhões R$,Não informado,Não informado,12.900 milhões R$,620 milhões R$,11.870 milhões R$,"GGBR: 752,1 milhões R$; GOAU: 268,5 milhões R$","5,5 Mtpa de minério de alto teor (65%)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,18.265 milhões R$,3.792 milhões R$,Não informado,Não informado,20.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.7 bilhões R$,Não informado,Não informado,Não informado,Whitby (Canadá): aumento de capacidade em 200 mil toneladas/ano,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,7.793 milhões R$,1.777 milhões R$,Não informado,Não informado,22.8%,Não informado,Não informado,7.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,3.792 milhões R$,Não informado,Não informado,12.900 milhões R$,0.16,92% do total,Não informado,"Rolados: 59%, Aço bruto: 66%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,12.9 bilhões R$,Não informado,Não informado,Não informado,5.5 Mtpa,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2023\textos\2023_3T_AP.txt,17.063 milhões R$,3.349 milhões R$,1.592 milhões R$,Não informado,19.6%,9.3%,Não informado,6.400 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,302 milhões R$,Não informado,Não informado,12.300 milhões R$,Não informado,Não informado,1.073 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\textos\2023_3T_AP.txt,18.265 milhões R$,3.792 milhões R$,2.143 milhões R$,Não informado,20.8%,11.7%,Não informado,5.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,660 milhões R$,Não informado,Não informado,12.600 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2023\textos\2023_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,822 milhões R$,420 MWp (parque solar Arinos); +700 mil t aço bruto e +1.400 mil t laminação (capacidade adicional); 400 mil t/ano (unidade siderúrgica),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2023\textos\2023_4T_AP.txt,14.716 milhões R$,2.039 milhões R$,732 milhões R$,Não informado,13.9%,5.0%,Não informado,5.3 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.285 milhões R$,Não informado,Não informado,10.9 bilhões R$,Não informado,Não informado,175 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2023\textos\2023_4T_AP.txt,17.063 milhões R$,3.349 milhões R$,1.592 milhões R$,Não informado,19.6%,9.3%,Não informado,5.4 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.5 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2023\textos\2023_4T_AP.txt,Não informado,13.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,"0,40x Dívida Líquida/EBITDA",Não informado,Não informado,Não informado,Não informado,Não informado,7.000 milhões R$,Não informado,Não informado,10.900 milhões R$,Não informado,Não informado,2.600 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2023\textos\2023_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,+700 kt aço bruto e +1.400 kt laminação,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,Não informado,"2,8 bilhões R$","1,2 bilhão R$",Não informado,Não informado,Não informado,Não informado,"0,40x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"11,0 bilhões R$",Não informado,Não informado,R$ 589 milhões,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,16.210 milhões R$,2.813 milhões R$,2.039 milhões R$,Não informado,17.4%,12.6%,Não informado,Não informado,858 milhões R$,Não informado,Não informado,Não informado,Não informado,-610 milhões R$,858 milhões R$,Não informado,11.040 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,"16,8%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,R$ 589 milhões,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,16.200 milhões R$,2.800 milhões R$,1.200 milhões R$,Não informado,17.3%,7.4%,501 milhões R$,5.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,-610 milhões R$,Não informado,Não informado,11.000 milhões R$,1.700 milhões R$,9.300 milhões R$,Não informado,74%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,16.210 milhões R$,Não informado,2.053 milhões R$,Não informado,Não informado,12.7%,"Despesas com vendas: 183 milhões R$, Despesas gerais e administrativas: 45 milhões R$, Outras despesas operacionais: 174 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,6.435 milhões R$,1.064 milhões R$,Não informado,Não informado,16.5%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.948 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,7.793 milhões R$,2.355 milhões R$,Não informado,Não informado,30.2%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,2.608 milhões R$,489 milhões R$,Não informado,Não informado,18.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,1.191 milhões R$,135 milhões R$,Não informado,Não informado,11.3%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.883 milhões R$,Não informado,-1.073 milhões R$,-719 milhões R$,Não informado,Não informado,Não informado,-174.660,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,16.616 milhões R$,2.624 milhões R$,945 milhões R$,Não informado,15.8%,5.7%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,858 milhões R$,Não informado,Não informado,12.581 milhões R$,Não informado,Não informado,252.4 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,16.616 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,14.429 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,252 milhões R$,73%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,Não informado,2.813 bilhões R$,867 milhões R$,Não informado,15.8%,Não informado,531 milhões R$,5.942 milhões R$,Não informado,Não informado,Não informado,Não informado,1.936 milhões R$,89 milhões R$,Não informado,Não informado,12.581 milhões R$,1.711 milhões R$,10.870 milhões R$,"252,4 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,6.142 milhões R$,534 milhões R$,Não informado,Não informado,8.7%,Não informado,5.746 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,"8.451,7 milhões R$",806 milhões R$,Não informado,Não informado,9.5%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,71%
2024,3T,2024\textos\2024_3T_RR.txt,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,17.378 milhões R$,3.016 milhões R$,1.432 milhões R$,Não informado,17.4%,8.2%,Não informado,"0,32x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,807 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,"619,4 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_3T_RR.txt,16.616 milhões R$,2.624 milhões R$,3.349 milhões R$,Não informado,15.8%,20.2%,Não informado,"0,34x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,3.620 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2024\textos\2024_3T_RR.txt,17.063 milhões R$,2.974 milhões R$,945 milhões R$,Não informado,17.4%,5.5%,Não informado,"0,53x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,2.453 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\textos\2024_3T_RR.txt,50.204 milhões R$,8.453 milhões R$,2.887 milhões R$,Não informado,16.8%,5.8%,Não informado,"0,34x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,1.592 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,Não informado,2024\textos\2024_3T_RR.txt,54.201 milhões R$,11.464 milhões R$,2.166 milhões R$,Não informado,21.2%,4.0%,Não informado,"0,32x EBITDA Ajustado",Não informado,Não informado,Não informado,Não informado,Não informado,2.166 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,6.738 milhões R$,1.140 milhões R$,1.400 milhões R$,Não informado,16.9%,20.8%,5.757 milhões R$,3.700 milhões R$,Não informado,Não informado,Não informado,Não informado,5.828 milhões R$,2.974 milhões R$,Não informado,Não informado,12.500 milhões R$,1.813 milhões R$,10.719 milhões R$,619.4 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,6.657 milhões R$,1.156 milhões R$,Não informado,Não informado,17.4%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,2.919 milhões R$,539 milhões R$,Não informado,Não informado,18.5%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,1.452 milhões R$,230 milhões R$,Não informado,Não informado,15.8%,Não informado,1.250 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,17.378 milhões R$,Não informado,1.356 milhões R$,Não informado,Não informado,7.8%,0.548 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.356 milhões R$,Não informado,-198 milhões R$,-1.098 milhões R$,Não informado,Não informado,Não informado,-386 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,16.822 milhões R$,2.391 milhões R$,666 milhões R$,Não informado,14.2%,4.0%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,427 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,203 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,203 milhões R$,69%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,16.822 milhões R$,2.391 milhões R$,1.356 milhões R$,Não informado,14.2%,8.1%,586 milhões R$,5.360 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,427 milhões R$,Não informado,Não informado,13.637 milhões R$,735 milhões R$,12.901 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_4T_RR.txt,17.378 milhões R$,3.016 milhões R$,3.236 milhões R$,Não informado,17.4%,18.6%,549 milhões R$,3.701 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,12.533 milhões R$,1.813 milhões R$,10.719 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2024\textos\2024_4T_RR.txt,14.716 milhões R$,2.040 milhões R$,587 milhões R$,Não informado,13.9%,4.0%,568 milhões R$,5.549 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.893 milhões R$,1.797 milhões R$,9.096 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,6.647 milhões R$,1.002 milhões R$,Não informado,Não informado,15.1%,Não informado,-5.732 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,6.215 milhões R$,751 milhões R$,Não informado,Não informado,12.1%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.380 milhões R$,427 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,203.4 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,16.823 milhões R$,Não informado,323 milhões R$,Não informado,Não informado,1.9%,14.803 milhões R$ (Custo das vendas) + 199 milhões R$ (Despesas com vendas),Não informado,Não informado,Não informado,Não informado,Não informado,2.787 milhões R$,Não informado,-2.424 milhões R$,-1.418 milhões R$,Não informado,Não informado,Não informado,643 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2024\textos\2024_4T_RR.txt,14.716 milhões R$,Não informado,587 milhões R$,Não informado,Não informado,4.0%,13.083 milhões R$ (Custo das vendas) + 387 milhões R$ (Despesas com vendas),Não informado,Não informado,Não informado,Não informado,Não informado,3.613 milhões R$,Não informado,-1.974 milhões R$,-928 milhões R$,Não informado,Não informado,Não informado,828 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\textos\2024_4T_RR.txt,67.027 milhões R$,Não informado,4.599 milhões R$,Não informado,Não informado,6.9%,57.823 milhões R$ (Custo das vendas) + 51 milhões R$ (Despesas com vendas),Não informado,Não informado,Não informado,Não informado,Não informado,11.381 milhões R$,Não informado,-5.034 milhões R$,-2.687 milhões R$,Não informado,Não informado,Não informado,1.656 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,Não informado,2024\textos\2024_4T_RR.txt,68.916 milhões R$,Não informado,7.537 milhões R$,Não informado,Não informado,10.9%,57.584 milhões R$ (Custo das vendas) + 568 milhões R$ (Despesas com vendas),Não informado,Não informado,Não informado,Não informado,Não informado,11.139 milhões R$,Não informado,-5.773 milhões R$,-4.125 milhões R$,Não informado,Não informado,Não informado,2.683 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,2.609 milhões R$ (ON Aços Especiais),452 milhões R$ (ON Aços Especiais),Não informado,Não informado,17.3%,Não informado,2.257 milhões R$ (Custo das vendas ON Aços Especiais),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,1.711 milhões R$ (ON América do Sul),227 milhões R$ (ON América do Sul),Não informado,Não informado,13.3%,Não informado,1.528 milhões R$ (Custo das vendas ON América do Sul),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_RR.txt,67.027 milhões R$,10.843 milhões R$,4.599 milhões R$,Não informado,16.2%,6.9%,177 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_AP.txt,12.283 milhões R$,4.405 milhões R$,1.200 milhões R$,Não informado,35.9%,9.8%,Não informado,"0,40x Dívida Líquida/EBITDA",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11 bilhões R$,Não informado,Não informado,589 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\textos\2024_1T_AP.txt,12.283 milhões R$,4.405 milhões R$,Não informado,Não informado,35.9%,Não informado,Não informado,"0,40x Dívida Líquida/EBITDA",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11 bilhões R$,Não informado,Não informado,Não informado,68%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
