Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2024,1T,2024\\textos\\2024_1T_AP.txt,14.716 milhões R$,2.039 milhões R$,Não informado,Não informado,13.9%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_AP.txt,Não informado,2.813 milhões R$,589 milhões R$,Não informado,Não informado,Não informado,858 milhões R$,5.900 milhões R$,327 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,Não informado,2.800 milhões R$,1.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.700 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,16.210 milhões R$,2.813 milhões R$,1.245 milhões R$,Não informado,17.4%,7.7%,501 milhões R$,Não informado,Não informado,Não informado,2.724 mil toneladas,74%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2024\\textos\\2024_1T_RR.txt,14.716 milhões R$,2.039 milhões R$,732 milhões R$,Não informado,13.9%,5.0%,Não informado,Não informado,Não informado,Não informado,2.656 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2024\\textos\\2024_1T_RR.txt,18.872 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.7%,Não informado,Não informado,Não informado,Não informado,2.979 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,Não informado,2.800 milhões R$,1.200 milhões R$,Não informado,17.4%,Não informado,476 milhões R$ (despesa financeira líquida); 726 milhões R$ (depreciação e amortização),5.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,808 milhões R$ (ganho não recorrente com venda de joint ventures),Não informado,Não informado,Não informado,Não informado,5.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,Não informado,1.078 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,16.210 milhões R$,Não informado,2.053 milhões R$,2.420 milhões R$,Não informado,12.7%,"Despesas_vendas: 183 milhões R$, Despesas_G&A: 318 milhões R$, Outras_despesas_operacionais: 79 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,6.435 milhões R$,1.135 milhões R$,Não informado,Não informado,17.6%,Não informado,Não informado,Não informado,Não informado,Não informado,1.367 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,6.416 milhões R$,595 milhões R$,Não informado,Não informado,9.3%,Não informado,Não informado,Não informado,Não informado,Não informado,1.152 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,2.608 milhões R$,512 milhões R$,Não informado,Não informado,19.6%,Não informado,Não informado,Não informado,Não informado,Não informado,410 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,326 milhões R$,41 milhões R$,Não informado,Não informado,12.6%,Não informado,Não informado,Não informado,Não informado,Não informado,162 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,"2.053,872 milhões R$",Não informado,Não informado,Não informado,"Depreciação e amortização: 725,785 milhões R$; Juros sobre dívidas: 1.098,218 milhões R$; Juros arrendamento mercantil: 184,715 milhões R$",Não informado,Não informado,Não informado,11.000 mil toneladas (sucata reciclada anual); 71% do aço produzido a partir de sucata,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_AP.txt,6.587 milhões R$ (América do Norte); 2.608 milhões R$ (Aços Especiais),1.399 milhões R$ (América do Norte); 439 milhões R$ (Aços Especiais); 2.600 milhões R$ (Consolidado),Não informado,Não informado,21.2%,Não informado,Não informado,Não informado,Não informado,Não informado,"987 mil toneladas (América do Norte); 339 mil toneladas (Aços Especiais); 2,7 Mt (Consolidado)",81% Laminados / 77% Aço (América do Norte); 57% Laminados / 73% Aço (Aços Especiais),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_AP.txt,16.616 milhões R$,2.853 milhões R$,Não informado,Não informado,17.2%,Não informado,131 milhões R$ (Custos one-off Brasil 2T24),5.100 milhões R$,Não informado,Não informado,1.185 mil toneladas (Brasil); 227 mil toneladas (América do Sul),62% (Utilização laminados Brasil); 70% (Utilização aço Brasil); 56% (Utilização laminados América do Sul); 63% (Utilização aço América do Sul),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,16.616 milhões R$,2.624 milhões R$,945 milhões R$,Não informado,15.8%,5.7%,Não informado,Não informado,Não informado,Não informado,2.712 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,16.600 milhões R$,2.810 milhões R$,867 milhões R$,Não informado,16.9%,5.2%,531 milhões R$,Não informado,Não informado,Não informado,2.900 mil toneladas,73%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,6.142 milhões R$,534 milhões R$,Não informado,Não informado,8.7%,Não informado,5.746 milhões R$,5.942 milhões R$,Não informado,Não informado,1.279 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_2T_RR.txt,6.435 milhões R$,595 milhões R$,Não informado,Não informado,9.2%,Não informado,5.986 milhões R$,5.099 milhões R$,Não informado,Não informado,1.367 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2024\\textos\\2024_2T_RR.txt,7.236 milhões R$,992 milhões R$,Não informado,Não informado,13.7%,Não informado,6.430 milhões R$,6.510 milhões R$,Não informado,Não informado,1.441 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,6.587 milhões R$,1.399 milhões R$,Não informado,Não informado,21.2%,Não informado,-5.418 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,2.853 milhões R$,541 milhões R$,Não informado,Não informado,19.0%,Não informado,-2.411 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,1.405 milhões R$,227 milhões R$,Não informado,Não informado,16.2%,Não informado,-1.215 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.000 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_AP.txt,Não informado,3.000 milhões R$,1.432 milhões R$,Não informado,Não informado,Não informado,~1.000 milhões R$/ano (Brasil); ~500 milhões R$/ano (Demais Operações),Não informado,Não informado,Não informado,2.800 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_AP.txt,17.378 milhões R$,3.016 milhões R$,Não informado,Não informado,17.4%,Não informado,Não informado,"5,1 bilhões R$",1.807 milhões R$,Não informado,2.829 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_3T_AP.txt,16.616 milhões R$,2.624 milhões R$,Não informado,Não informado,15.8%,Não informado,Não informado,"5,5 bilhões R$",Não informado,Não informado,2.712 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2024\\textos\\2024_3T_AP.txt,17.063 milhões R$,3.349 milhões R$,Não informado,Não informado,19.6%,Não informado,Não informado,"5,5 bilhões R$",Não informado,Não informado,2.755 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,17.378 milhões R$,3.016 milhões R$,1.432 milhões R$,Não informado,17.4%,8.2%,Não informado,"0,32x EBITDA Ajustado",Não informado,Não informado,2.829 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_3T_RR.txt,16.616 milhões R$,2.624 milhões R$,945 milhões R$,Não informado,15.8%,5.7%,Não informado,"0,34x EBITDA Ajustado",Não informado,Não informado,2.712 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2024\\textos\\2024_3T_RR.txt,17.063 milhões R$,3.349 milhões R$,807 milhões R$,Não informado,19.6%,4.7%,Não informado,"0,53x EBITDA Ajustado",Não informado,Não informado,2.755 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,17.378 milhões R$,3.016 milhões R$,1.356 milhões R$,Não informado,17.4%,7.8%,549 milhões R$,Não informado,Não informado,Não informado,2.800 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,6.950 milhões R$,1.592 milhões R$,1.432 milhões R$,Não informado,22.9%,20.6%,1.015 milhões R$,3.701 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,6.738 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.442 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,6.738 milhões R$,1.140 milhões R$,Não informado,Não informado,16.9%,Não informado,5.757 milhões R$,Não informado,Não informado,Não informado,1.129 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,6.657 milhões R$,1.156 milhões R$,Não informado,Não informado,17.4%,Não informado,5.698 milhões R$,Não informado,Não informado,Não informado,1.022 mil toneladas,5 p.p inferior ao 2T24,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,2.919 milhões R$,539 milhões R$,Não informado,Não informado,18.5%,Não informado,2.476 milhões R$,Não informado,Não informado,Não informado,396 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,1.452 milhões R$,230 milhões R$,Não informado,Não informado,15.8%,Não informado,1.250 milhões R$,Não informado,Não informado,Não informado,118 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_3T_RR.txt,17.378 milhões R$,Não informado,1.356 milhões R$,Não informado,Não informado,7.8%,Despesas_vendas: 194 milhões R$; Despesas_GeAdm: 563 milhões R$; Despesas_juros_dividas_financeiras: 789 milhões R$; Pagamento_juros_empréstimos_financiamentos: 52 milhões R$; Pagamento_juros_arrendamento_mercantil: 1.159 milhões R$; Pagamento_imposto_renda_contribuição_social: 606 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,Não informado,10.800 milhões R$,4.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,16.822 milhões R$,1.002 milhões R$,Não informado,Não informado,6.0%,Não informado,Não informado,5.4 bilhões R$,2.396 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,6.647 milhões R$,452 milhões R$,Não informado,Não informado,6.8%,Não informado,"~R$ 1,0 bilhão/ano",Não informado,Não informado,Não informado,2.609 mil toneladas,70%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,6.215 milhões R$,751 milhões R$,Não informado,Não informado,12.1%,Não informado,"~R$ 0,5 bilhão/ano",Não informado,Não informado,Não informado,6.215 mil toneladas,65%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,2.609 milhões R$,227 milhões R$,Não informado,Não informado,8.7%,Não informado,Não informado,Não informado,Não informado,Não informado,1.419 mil toneladas,46%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_AP.txt,1.711 milhões R$,230 milhões R$,Não informado,Não informado,13.4%,Não informado,Não informado,Não informado,Não informado,Não informado,1.010 mil toneladas,58%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,16.822 milhões R$,2.391 milhões R$,666 milhões R$,Não informado,14.2%,4.0%,586 milhões R$,"0,48x EBITDA",Não informado,Não informado,2.719 mil toneladas,69%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_4T_RR.txt,17.378 milhões R$,3.016 milhões R$,1.432 milhões R$,Não informado,17.4%,8.2%,549 milhões R$,"0,32x EBITDA",Não informado,Não informado,2.829 mil toneladas,62%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2024\\textos\\2024_4T_RR.txt,14.716 milhões R$,2.040 milhões R$,732 milhões R$,Não informado,13.9%,5.0%,568 milhões R$,"0,40x EBITDA",Não informado,Não informado,2.656 mil toneladas,67%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,Não informado,2.400 milhões R$,323 milhões R$,Não informado,14.2%,Não informado,586 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,666 milhões R$,Não informado,Não informado,Não informado,994 milhões R$,5.360 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.400 milhões R$,Não informado,Não informado,250 mil toneladas/ano adicionais (Aços planos); 5.500 mil toneladas/ano (Minério de ferro),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,6.647 milhões R$,1.002 milhões R$,Não informado,Não informado,15.1%,Não informado,5.732 milhões R$,Não informado,Não informado,Não informado,1.312 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_4T_RR.txt,6.738 milhões R$,1.140 milhões R$,Não informado,Não informado,16.9%,Não informado,5.757 milhões R$,Não informado,Não informado,Não informado,1.442 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,4T,2024\\textos\\2024_4T_RR.txt,6.034 milhões R$,512 milhões R$,Não informado,Não informado,8.5%,Não informado,5.726 milhões R$,Não informado,Não informado,Não informado,1.224 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,6.215 milhões R$,751 milhões R$,Não informado,Não informado,12.1%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,2.609 milhões R$,452 milhões R$,Não informado,Não informado,17.3%,Não informado,Não informado,Não informado,Não informado,Não informado,336 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,1.711 milhões R$,227 milhões R$,Não informado,Não informado,13.3%,Não informado,1.528 milhões R$,Não informado,Não informado,Não informado,151 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,16.823 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_4T_RR.txt,7.354 milhões R$,817 milhões R$,144 milhões R$,Não informado,11.1%,2.0%,236 milhões R$,Não informado,Não informado,Não informado,1.518 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_4T_RR.txt,7.196 milhões R$,842 milhões R$,44 milhões R$,Não informado,11.7%,0.6%,229 milhões R$,Não informado,Não informado,Não informado,1.449 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_4T_RR.txt,7.900 milhões R$,1.540 milhões R$,692 milhões R$,Não informado,19.5%,8.8%,234 milhões R$,Não informado,Não informado,Não informado,1.648 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,7.769 milhões R$,1.376 milhões R$,552 milhões R$,Não informado,17.7%,7.1%,241 milhões R$,Não informado,Não informado,Não informado,1.495 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\\textos\\2024_4T_RR.txt,30.218 milhões R$,4.575 milhões R$,1.388 milhões R$,Não informado,15.1%,4.6%,939 milhões R$,Não informado,Não informado,Não informado,6.110 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,322.964 milhões R$,Não informado,Não informado,Não informado,57.823 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,3T,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,586.796 milhões R$,Não informado,Não informado,Não informado,57.584 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,4.599.062 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,Não informado,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,7.536.983 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\\textos\\2024_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"-100.860 milhões R$ (juros sobre dívidas financeiras), -129.137 milhões R$ (juros sobre arrendamento mercantil), -946.936 milhões R$ (pagamento de juros de empréstimos e financiamentos), -129.137 milhões R$ (pagamento de juros de arrendamento mercantil), -1.399.513 milhões R$ (pagamento de imposto de renda e contribuição social)",Não informado,"-5.778.381 milhões R$ (adições de imobilizado), -168.036 milhões R$ (adições de outros ativos intangíveis), -455.683 milhões R$ (pagamento na aquisição de controle de empresa), -191.947 milhões R$ (aumento de capital em empresa com controle compartilhado)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2024\\textos\\2024_4T_RR.txt,7.914 milhões R$,1.536 milhões R$,1.082 milhões R$,Não informado,19.4%,13.7%,185 milhões R$,Não informado,Não informado,Não informado,3.091 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\\textos\\2024_4T_RR.txt,8.221 milhões R$,1.354 milhões R$,974 milhões R$,Não informado,16.5%,11.8%,193 milhões R$,Não informado,Não informado,Não informado,2.916 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\\textos\\2024_4T_RR.txt,8.260 milhões R$,1.036 milhões R$,726 milhões R$,Não informado,12.5%,8.8%,216 milhões R$,Não informado,Não informado,Não informado,2.978 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,7.536 milhões R$,571 milhões R$,258 milhões R$,Não informado,7.6%,3.4%,215 milhões R$,Não informado,Não informado,Não informado,2.718 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,Não informado,2024\\textos\\2024_4T_RR.txt,31.931 milhões R$,4.496 milhões R$,3.040 milhões R$,Não informado,14.1%,9.5%,809 milhões R$,Não informado,Não informado,Não informado,11.702 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\\textos\\2024_4T_RR.txt,67.027 milhões R$,7.487 milhões R$,5.464 milhões R$,Não informado,11.2%,8.2%,(2.023) milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_AP.txt,Não informado,2.400 milhões R$,758 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.900 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
