id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
16686,Equipamento Solda por Onda,0.9,0.89,0.91,0.87,97.65,89.91,0.93,0.82,2016-11-26 05:00:00
16687,Equipamento Solda por Onda,0.85,0.78,0.99,0.89,93.99,97.38,0.93,0.86,2016-11-26 06:00:00
16688,Calibrador Robos,0.8,0.89,0.95,0.75,82.28,92.68,0.83,0.8,2016-11-26 07:00:00
16689,Equipamento Solda por Onda,0.93,0.86,0.92,0.77,89.97,95.53,0.89,0.87,2016-11-26 08:00:00
16690,Testador Circuito SMT,0.82,0.82,0.92,0.79,84.99,99.91,0.82,0.78,2016-11-26 09:00:00
16691,Inspetor Visual Otico,0.83,0.92,0.92,0.89,83.4,107.77,0.88,0.81,2016-11-26 10:00:00
16692,Scanner AOI,0.9,0.83,0.92,0.8,92.37,81.3,0.89,0.77,2016-11-26 11:00:00
16693,Inspetor Visual Otico,0.8,0.75,0.94,0.87,73.19,85.91,0.9,0.78,2016-11-26 12:00:00
16694,Equipamento Solda por Refusao,0.85,0.85,0.91,0.86,80.63,81.87,0.81,0.81,2016-11-26 13:00:00
16695,Testador Circuito SMT,0.82,0.9,0.97,0.77,72.88,96.3,0.84,0.72,2016-11-26 14:00:00
16696,Medidor Corrente,0.81,0.82,0.98,0.85,84.51,110.07,0.86,0.83,2016-11-26 15:00:00
16697,Calibrador Robos,0.94,0.88,0.94,0.81,71.8,117.37,0.86,0.7,2016-11-26 16:00:00
16698,Scanner AOI,0.89,0.84,0.91,0.89,74.71,113.69,0.84,0.73,2016-11-26 17:00:00
16699,Equipamento Solda por Refusao,0.87,0.86,0.95,0.86,81.98,89.28,0.82,0.74,2016-11-26 18:00:00
16700,Testador Circuito SMT,0.92,0.82,0.94,0.87,73.25,99.51,0.87,0.9,2016-11-26 19:00:00
16701,Testador Circuito SMT,0.9,0.75,0.91,0.75,80.22,81.04,0.93,0.83,2016-11-26 20:00:00
16702,Medidor Corrente,0.87,0.85,0.92,0.79,96.12,112.82,0.81,0.73,2016-11-26 21:00:00
16703,Equipamento Solda por Onda,0.89,0.78,0.93,0.83,87.04,83.85,0.91,0.7,2016-11-26 22:00:00
16704,Equipamento Solda por Onda,0.82,0.81,0.97,0.8,71.65,114.43,0.91,0.72,2016-11-26 23:00:00
16705,Scanner AOI,0.93,0.9,0.95,0.77,88.28,85.82,0.84,0.83,2016-11-27 00:00:00
16706,Scanner AOI,0.84,0.82,0.93,0.86,88.7,91.02,0.94,0.88,2016-11-27 01:00:00
16707,Calibrador Robos,0.85,0.78,0.94,0.86,82.05,90.77,0.81,0.76,2016-11-27 02:00:00
16708,Inspetor Visual Otico,0.8,0.87,0.94,0.82,73.87,80.55,0.9,0.76,2016-11-27 03:00:00
16709,Equipamento Solda por Onda,0.86,0.77,0.91,0.83,98.93,99.36,0.85,0.81,2016-11-27 04:00:00
16710,Medidor Corrente,0.87,0.89,0.97,0.82,77.79,111.97,0.9,0.86,2016-11-27 05:00:00
16711,Equipamento Solda por Onda,0.94,0.84,0.97,0.8,80.62,114.04,0.85,0.78,2016-11-27 06:00:00
16712,Scanner AOI,0.93,0.88,0.94,0.76,86.04,90.72,0.9,0.77,2016-11-27 07:00:00
16713,Calibrador Robos,0.86,0.88,0.98,0.77,72.69,93.56,0.95,0.89,2016-11-27 08:00:00
16714,Scanner AOI,0.88,0.87,0.93,0.84,81.59,109.03,0.87,0.88,2016-11-27 09:00:00
16715,Calibrador Robos,0.8,0.86,0.99,0.84,74.48,87.11,0.88,0.84,2016-11-27 10:00:00
16716,Inspetor Visual Otico,0.94,0.78,0.93,0.82,95.58,83.28,0.82,0.79,2016-11-27 11:00:00
16717,Scanner AOI,0.93,0.8,0.95,0.86,73.13,102.19,0.83,0.82,2016-11-27 12:00:00
16718,Scanner AOI,0.83,0.79,0.96,0.86,72.93,90.3,0.86,0.85,2016-11-27 13:00:00
16719,Equipamento Solda por Refusao,0.83,0.77,0.97,0.82,76.7,101.92,0.87,0.85,2016-11-27 14:00:00
16720,Equipamento Solda por Onda,0.82,0.89,0.97,0.83,86.76,105.17,0.89,0.74,2016-11-27 15:00:00
16721,Equipamento Solda por Refusao,0.82,0.9,0.93,0.77,96.76,107.62,0.89,0.71,2016-11-27 16:00:00
16722,Equipamento Solda por Onda,0.91,0.81,0.95,0.82,76.1,80.48,0.85,0.85,2016-11-27 17:00:00
16723,Medidor Corrente,0.82,0.87,0.93,0.87,74.84,118.57,0.85,0.79,2016-11-27 18:00:00
16724,Equipamento Solda por Refusao,0.95,0.88,0.91,0.8,82.8,118.49,0.9,0.87,2016-11-27 19:00:00
16725,Testador Circuito SMT,0.86,0.91,0.93,0.82,75.06,104.65,0.84,0.76,2016-11-27 20:00:00
16726,Scanner AOI,0.91,0.82,0.98,0.88,73.48,91.32,0.89,0.87,2016-11-27 21:00:00
16727,Equipamento Solda por Onda,0.86,0.91,0.94,0.81,81.48,111.14,0.82,0.89,2016-11-27 22:00:00
16728,Equipamento Solda por Refusao,0.86,0.81,0.99,0.87,78.13,117.37,0.85,0.79,2016-11-27 23:00:00
16729,Testador Circuito SMT,0.87,0.8,0.95,0.76,87.37,97.85,0.86,0.74,2016-11-28 00:00:00
16730,Medidor Corrente,0.83,0.77,0.9,0.85,96.7,112.55,0.89,0.85,2016-11-28 01:00:00
16731,Testador Circuito SMT,0.91,0.77,0.95,0.89,72.08,89.55,0.93,0.86,2016-11-28 02:00:00
16732,Equipamento Solda por Refusao,0.87,0.78,0.96,0.77,98.59,98.73,0.89,0.87,2016-11-28 03:00:00
16733,Inspetor Visual Otico,0.92,0.91,0.9,0.84,90.15,114.9,0.82,0.87,2016-11-28 04:00:00
16734,Inspetor Visual Otico,0.83,0.9,0.94,0.79,86.15,99.01,0.93,0.74,2016-11-28 05:00:00
16735,Scanner AOI,0.95,0.85,0.95,0.87,81.9,100.36,0.86,0.86,2016-11-28 06:00:00
16736,Scanner AOI,0.82,0.83,0.92,0.79,88.71,110.1,0.9,0.89,2016-11-28 07:00:00
16737,Equipamento Solda por Onda,0.93,0.92,0.91,0.75,79.4,88.82,0.86,0.88,2016-11-28 08:00:00
16738,Testador Circuito SMT,0.88,0.86,0.93,0.89,77.51,80.18,0.85,0.8,2016-11-28 09:00:00
16739,Medidor Corrente,0.82,0.86,0.97,0.76,92.21,91.58,0.82,0.84,2016-11-28 10:00:00
16740,Equipamento Solda por Onda,0.88,0.76,0.98,0.86,93.08,118.82,0.8,0.72,2016-11-28 11:00:00
16741,Testador Circuito SMT,0.9,0.84,0.94,0.88,80.7,92.35,0.89,0.81,2016-11-28 12:00:00
16742,Equipamento Solda por Refusao,0.92,0.75,0.94,0.82,73.17,111.15,0.85,0.83,2016-11-28 13:00:00
16743,Testador Circuito SMT,0.94,0.85,0.94,0.81,89.43,100.83,0.83,0.86,2016-11-28 14:00:00
16744,Testador Circuito SMT,0.84,0.79,0.94,0.78,81.02,114.32,0.88,0.71,2016-11-28 15:00:00
16745,Equipamento Solda por Onda,0.87,0.76,0.93,0.77,72.73,81.84,0.85,0.73,2016-11-28 16:00:00
16746,Medidor Corrente,0.92,0.78,0.93,0.8,89.6,117.26,0.85,0.76,2016-11-28 17:00:00
16747,Equipamento Solda por Onda,0.91,0.76,0.94,0.89,79.99,102.76,0.91,0.89,2016-11-28 18:00:00
16748,Inspetor Visual Otico,0.83,0.76,0.94,0.89,85.14,84.11,0.81,0.85,2016-11-28 19:00:00
16749,Equipamento Solda por Onda,0.95,0.9,0.91,0.89,88.84,102.79,0.81,0.81,2016-11-28 20:00:00
16750,Scanner AOI,0.91,0.75,0.97,0.77,71.93,119.08,0.88,0.72,2016-11-28 21:00:00
16751,Inspetor Visual Otico,0.88,0.91,0.96,0.89,91.1,91.86,0.82,0.87,2016-11-28 22:00:00
16752,Scanner AOI,0.86,0.76,0.93,0.87,74.77,85.16,0.87,0.78,2016-11-28 23:00:00
16753,Calibrador Robos,0.83,0.85,0.97,0.76,78.72,81.06,0.9,0.75,2016-11-29 00:00:00
16754,Equipamento Solda por Onda,0.91,0.77,0.91,0.77,72.39,80.89,0.83,0.75,2016-11-29 01:00:00
16755,Testador Circuito SMT,0.82,0.86,0.91,0.75,98.13,110.24,0.94,0.82,2016-11-29 02:00:00
16756,Testador Circuito SMT,0.89,0.85,0.9,0.88,90.05,98.42,0.84,0.83,2016-11-29 03:00:00
16757,Calibrador Robos,0.84,0.79,0.92,0.84,98.53,94.44,0.89,0.79,2016-11-29 04:00:00
16758,Equipamento Solda por Onda,0.84,0.91,0.9,0.83,85.99,83.7,0.93,0.83,2016-11-29 05:00:00
16759,Testador Circuito SMT,0.89,0.78,0.96,0.82,82.5,97.95,0.84,0.84,2016-11-29 06:00:00
16760,Inspetor Visual Otico,0.95,0.79,0.94,0.84,93.17,116.53,0.95,0.87,2016-11-29 07:00:00
16761,Equipamento Solda por Refusao,0.82,0.78,0.97,0.76,93.3,102.83,0.84,0.89,2016-11-29 08:00:00
16762,Equipamento Solda por Refusao,0.83,0.75,0.9,0.88,71.18,83.86,0.81,0.7,2016-11-29 09:00:00
16763,Testador Circuito SMT,0.85,0.8,0.92,0.83,87.93,115.39,0.81,0.83,2016-11-29 10:00:00
16764,Equipamento Solda por Refusao,0.87,0.84,0.97,0.83,73.51,90.24,0.86,0.78,2016-11-29 11:00:00
16765,Testador Circuito SMT,0.87,0.89,0.97,0.85,96.56,101.46,0.95,0.87,2016-11-29 12:00:00
16766,Medidor Corrente,0.86,0.76,0.98,0.87,82.89,107.75,0.86,0.76,2016-11-29 13:00:00
16767,Testador Circuito SMT,0.94,0.9,0.92,0.81,72.4,118.69,0.82,0.8,2016-11-29 14:00:00
16768,Inspetor Visual Otico,0.95,0.82,0.92,0.84,76.89,119.89,0.87,0.81,2016-11-29 15:00:00
16769,Inspetor Visual Otico,0.94,0.92,0.97,0.84,97.41,80.53,0.81,0.72,2016-11-29 16:00:00
16770,Calibrador Robos,0.94,0.92,0.94,0.84,92.14,90.81,0.84,0.76,2016-11-29 17:00:00
16771,Equipamento Solda por Refusao,0.89,0.82,0.93,0.88,75.98,83.75,0.81,0.78,2016-11-29 18:00:00
16772,Inspetor Visual Otico,0.83,0.91,0.98,0.82,76.5,108.11,0.84,0.72,2016-11-29 19:00:00
16773,Scanner AOI,0.93,0.91,0.92,0.81,85.35,81.7,0.81,0.8,2016-11-29 20:00:00
16774,Testador Circuito SMT,0.81,0.77,0.91,0.8,80.49,96.5,0.85,0.74,2016-11-29 21:00:00
16775,Testador Circuito SMT,0.92,0.91,0.95,0.88,98.01,107.09,0.87,0.76,2016-11-29 22:00:00
16776,Medidor Corrente,0.88,0.8,0.97,0.87,98.46,88.05,0.83,0.84,2016-11-29 23:00:00
16777,Equipamento Solda por Refusao,0.84,0.85,0.94,0.78,71.15,87.03,0.88,0.86,2016-11-30 00:00:00
16778,Inspetor Visual Otico,0.91,0.8,0.95,0.77,92.12,103.15,0.92,0.77,2016-11-30 01:00:00
16779,Testador Circuito SMT,0.82,0.77,0.93,0.76,86.61,92.63,0.8,0.89,2016-11-30 02:00:00
16780,Equipamento Solda por Onda,0.88,0.76,0.94,0.86,72.52,106.66,0.92,0.84,2016-11-30 03:00:00
16781,Equipamento Solda por Onda,0.89,0.78,0.96,0.9,76.61,87.03,0.92,0.8,2016-11-30 04:00:00
16782,Scanner AOI,0.82,0.91,0.98,0.79,75.56,81.53,0.86,0.79,2016-11-30 05:00:00
16783,Equipamento Solda por Refusao,0.91,0.91,0.96,0.8,84.46,88.51,0.86,0.74,2016-11-30 06:00:00
16784,Medidor Corrente,0.86,0.89,0.98,0.86,72.31,118.91,0.93,0.75,2016-11-30 07:00:00
16785,Inspetor Visual Otico,0.82,0.87,0.93,0.84,97.75,84.82,0.84,0.87,2016-11-30 08:00:00
16786,Scanner AOI,0.86,0.75,0.92,0.84,75.05,84.94,0.81,0.81,2016-11-30 09:00:00
16787,Equipamento Solda por Onda,0.93,0.84,0.91,0.79,91.49,97.8,0.91,0.7,2016-11-30 10:00:00
16788,Medidor Corrente,0.86,0.83,0.92,0.88,99.82,112.64,0.82,0.85,2016-11-30 11:00:00
16789,Testador Circuito SMT,0.82,0.9,0.93,0.76,89.54,113.61,0.88,0.9,2016-11-30 12:00:00
16790,Scanner AOI,0.92,0.8,0.91,0.87,75.07,93.87,0.89,0.79,2016-11-30 13:00:00
16791,Testador Circuito SMT,0.85,0.86,0.98,0.76,93.32,83.49,0.93,0.76,2016-11-30 14:00:00
16792,Equipamento Solda por Refusao,0.83,0.79,0.93,0.8,72.91,93.57,0.83,0.82,2016-11-30 15:00:00
16793,Equipamento Solda por Refusao,0.82,0.78,0.92,0.76,80.51,116.98,0.82,0.88,2016-11-30 16:00:00
16794,Equipamento Solda por Refusao,0.88,0.89,0.91,0.87,79.91,92.11,0.93,0.76,2016-11-30 17:00:00
16795,Medidor Corrente,0.85,0.8,0.99,0.86,70.29,105.8,0.87,0.82,2016-11-30 18:00:00
16796,Equipamento Solda por Refusao,0.88,0.87,0.95,0.86,95.33,87.46,0.91,0.88,2016-11-30 19:00:00
16797,Medidor Corrente,0.91,0.85,0.92,0.81,91.03,82.84,0.83,0.72,2016-11-30 20:00:00
16798,Inspetor Visual Otico,0.89,0.82,0.93,0.76,86.72,106.22,0.87,0.74,2016-11-30 21:00:00
16799,Calibrador Robos,0.95,0.88,0.97,0.84,94.6,96.36,0.82,0.82,2016-11-30 22:00:00
16800,Equipamento Solda por Onda,0.94,0.81,0.95,0.77,70.49,118.31,0.83,0.79,2016-11-30 23:00:00
16801,Inspetor Visual Otico,0.95,0.85,0.99,0.78,71.92,113.3,0.91,0.71,2016-12-01 00:00:00
16802,Inspetor Visual Otico,0.93,0.79,0.94,0.8,78.75,83.2,0.87,0.83,2016-12-01 01:00:00
16803,Calibrador Robos,0.83,0.88,0.91,0.9,97.95,114.67,0.9,0.86,2016-12-01 02:00:00
16804,Testador Circuito SMT,0.83,0.85,0.97,0.87,79.92,106.45,0.89,0.77,2016-12-01 03:00:00
16805,Equipamento Solda por Refusao,0.84,0.91,0.95,0.86,88.42,116.52,0.89,0.86,2016-12-01 04:00:00
16806,Calibrador Robos,0.86,0.78,0.93,0.84,87.77,99.07,0.87,0.88,2016-12-01 05:00:00
16807,Equipamento Solda por Onda,0.92,0.88,0.93,0.78,72.5,93.68,0.95,0.81,2016-12-01 06:00:00
16808,Inspetor Visual Otico,0.93,0.8,0.99,0.77,71.63,114.03,0.91,0.73,2016-12-01 07:00:00
16809,Testador Circuito SMT,0.89,0.8,0.96,0.88,78.39,99.33,0.91,0.87,2016-12-01 08:00:00
16810,Medidor Corrente,0.94,0.83,0.97,0.79,93.41,99.87,0.92,0.75,2016-12-01 09:00:00
16811,Medidor Corrente,0.94,0.83,0.97,0.76,86.0,107.44,0.92,0.8,2016-12-01 10:00:00
16812,Medidor Corrente,0.91,0.83,0.91,0.87,94.97,101.85,0.87,0.87,2016-12-01 11:00:00
16813,Scanner AOI,0.89,0.79,0.96,0.85,83.23,94.93,0.9,0.87,2016-12-01 12:00:00
16814,Inspetor Visual Otico,0.84,0.86,0.98,0.77,94.0,103.9,0.83,0.71,2016-12-01 13:00:00
16815,Scanner AOI,0.88,0.82,0.96,0.84,95.55,106.79,0.92,0.82,2016-12-01 14:00:00
16816,Testador Circuito SMT,0.85,0.9,0.92,0.89,75.07,80.85,0.9,0.71,2016-12-01 15:00:00
16817,Calibrador Robos,0.92,0.86,0.94,0.85,81.41,97.11,0.81,0.74,2016-12-01 16:00:00
16818,Equipamento Solda por Onda,0.88,0.89,0.97,0.88,84.32,92.49,0.93,0.75,2016-12-01 17:00:00
16819,Inspetor Visual Otico,0.9,0.81,0.9,0.86,70.96,101.21,0.86,0.87,2016-12-01 18:00:00
16820,Equipamento Solda por Onda,0.88,0.9,0.92,0.83,84.76,103.5,0.81,0.79,2016-12-01 19:00:00
16821,Equipamento Solda por Onda,0.83,0.91,0.98,0.86,93.76,112.34,0.81,0.86,2016-12-01 20:00:00
16822,Calibrador Robos,0.85,0.9,0.9,0.84,97.73,101.5,0.92,0.7,2016-12-01 21:00:00
16823,Inspetor Visual Otico,0.86,0.79,0.97,0.88,80.29,83.88,0.9,0.8,2016-12-01 22:00:00
16824,Inspetor Visual Otico,0.84,0.9,0.96,0.8,99.32,97.32,0.92,0.8,2016-12-01 23:00:00
16825,Equipamento Solda por Refusao,0.94,0.9,0.91,0.86,76.29,110.76,0.82,0.71,2016-12-02 00:00:00
16826,Equipamento Solda por Onda,0.92,0.81,0.94,0.86,82.77,95.76,0.84,0.84,2016-12-02 01:00:00
16827,Scanner AOI,0.88,0.78,0.91,0.9,86.75,107.13,0.91,0.78,2016-12-02 02:00:00
16828,Equipamento Solda por Onda,0.86,0.86,0.92,0.76,70.01,115.8,0.86,0.78,2016-12-02 03:00:00
16829,Scanner AOI,0.9,0.76,0.93,0.85,85.16,102.32,0.85,0.8,2016-12-02 04:00:00
16830,Equipamento Solda por Refusao,0.92,0.85,0.9,0.85,78.09,82.08,0.9,0.9,2016-12-02 05:00:00
16831,Equipamento Solda por Onda,0.89,0.84,0.93,0.79,80.42,106.09,0.94,0.89,2016-12-02 06:00:00
16832,Equipamento Solda por Refusao,0.9,0.85,0.92,0.8,86.03,107.43,0.86,0.85,2016-12-02 07:00:00
16833,Equipamento Solda por Refusao,0.91,0.89,0.91,0.8,83.3,96.87,0.88,0.72,2016-12-02 08:00:00
16834,Equipamento Solda por Onda,0.94,0.78,0.94,0.88,97.63,88.55,0.93,0.73,2016-12-02 09:00:00
16835,Testador Circuito SMT,0.83,0.82,0.98,0.83,87.02,99.13,0.94,0.87,2016-12-02 10:00:00
16836,Equipamento Solda por Onda,0.87,0.85,0.93,0.77,97.02,107.58,0.81,0.74,2016-12-02 11:00:00
16837,Inspetor Visual Otico,0.81,0.78,0.91,0.8,99.79,83.46,0.9,0.75,2016-12-02 12:00:00
16838,Calibrador Robos,0.92,0.86,0.98,0.85,76.46,101.7,0.95,0.86,2016-12-02 13:00:00
16839,Inspetor Visual Otico,0.82,0.78,0.91,0.85,76.88,101.65,0.82,0.79,2016-12-02 14:00:00
16840,Calibrador Robos,0.88,0.92,0.97,0.81,88.74,88.9,0.82,0.8,2016-12-02 15:00:00
16841,Scanner AOI,0.8,0.88,0.93,0.87,78.03,104.42,0.84,0.88,2016-12-02 16:00:00
16842,Scanner AOI,0.85,0.89,0.95,0.88,70.04,96.79,0.94,0.72,2016-12-02 17:00:00
16843,Medidor Corrente,0.88,0.78,0.98,0.86,82.68,82.58,0.89,0.83,2016-12-02 18:00:00
16844,Inspetor Visual Otico,0.83,0.88,0.96,0.77,93.61,103.45,0.85,0.9,2016-12-02 19:00:00
16845,Calibrador Robos,0.8,0.78,0.93,0.8,89.9,114.02,0.94,0.85,2016-12-02 20:00:00
16846,Equipamento Solda por Onda,0.84,0.84,0.98,0.75,91.8,102.17,0.83,0.88,2016-12-02 21:00:00
16847,Medidor Corrente,0.89,0.79,0.99,0.81,74.46,89.15,0.86,0.86,2016-12-02 22:00:00
16848,Calibrador Robos,0.92,0.9,0.93,0.87,83.25,103.77,0.86,0.81,2016-12-02 23:00:00
16849,Equipamento Solda por Onda,0.81,0.79,0.93,0.86,85.9,80.9,0.9,0.73,2016-12-03 00:00:00
16850,Inspetor Visual Otico,0.88,0.91,0.99,0.77,98.27,92.42,0.87,0.74,2016-12-03 01:00:00
16851,Equipamento Solda por Refusao,0.93,0.79,0.94,0.83,88.95,88.71,0.88,0.89,2016-12-03 02:00:00
16852,Inspetor Visual Otico,0.84,0.8,0.92,0.83,76.27,115.47,0.92,0.83,2016-12-03 03:00:00
16853,Equipamento Solda por Refusao,0.94,0.78,0.92,0.85,78.21,81.38,0.84,0.72,2016-12-03 04:00:00
16854,Inspetor Visual Otico,0.85,0.77,0.92,0.75,81.41,92.15,0.92,0.74,2016-12-03 05:00:00
16855,Medidor Corrente,0.93,0.77,0.9,0.87,74.9,100.59,0.93,0.74,2016-12-03 06:00:00
16856,Medidor Corrente,0.84,0.76,0.93,0.82,91.22,92.59,0.91,0.77,2016-12-03 07:00:00
16857,Equipamento Solda por Onda,0.8,0.84,0.95,0.84,77.95,87.19,0.8,0.74,2016-12-03 08:00:00
16858,Scanner AOI,0.8,0.82,0.97,0.88,89.25,89.87,0.8,0.71,2016-12-03 09:00:00
16859,Medidor Corrente,0.84,0.89,0.92,0.89,90.41,115.53,0.9,0.81,2016-12-03 10:00:00
16860,Equipamento Solda por Onda,0.91,0.91,0.91,0.79,72.38,102.14,0.93,0.89,2016-12-03 11:00:00
16861,Testador Circuito SMT,0.94,0.75,0.98,0.9,80.96,101.58,0.91,0.79,2016-12-03 12:00:00
16862,Scanner AOI,0.81,0.9,0.96,0.9,94.59,113.17,0.82,0.87,2016-12-03 13:00:00
16863,Testador Circuito SMT,0.81,0.75,0.97,0.85,98.0,98.61,0.91,0.71,2016-12-03 14:00:00
16864,Equipamento Solda por Onda,0.91,0.81,0.93,0.81,92.27,103.47,0.87,0.71,2016-12-03 15:00:00
16865,Inspetor Visual Otico,0.9,0.77,0.92,0.83,98.34,92.19,0.81,0.89,2016-12-03 16:00:00
16866,Inspetor Visual Otico,0.85,0.77,0.93,0.86,87.38,115.04,0.85,0.88,2016-12-03 17:00:00
16867,Inspetor Visual Otico,0.81,0.83,0.98,0.77,78.34,96.86,0.91,0.88,2016-12-03 18:00:00
16868,Medidor Corrente,0.93,0.89,0.97,0.84,89.33,118.76,0.85,0.77,2016-12-03 19:00:00
16869,Scanner AOI,0.83,0.83,0.95,0.81,98.77,107.42,0.82,0.81,2016-12-03 20:00:00
16870,Equipamento Solda por Onda,0.83,0.76,0.91,0.77,74.56,97.08,0.95,0.79,2016-12-03 21:00:00
16871,Equipamento Solda por Refusao,0.8,0.87,0.91,0.78,87.81,103.47,0.83,0.85,2016-12-03 22:00:00
16872,Medidor Corrente,0.87,0.84,0.99,0.79,76.09,102.51,0.84,0.89,2016-12-03 23:00:00
16873,Equipamento Solda por Onda,0.85,0.9,0.99,0.77,89.37,100.48,0.81,0.8,2016-12-04 00:00:00
16874,Calibrador Robos,0.91,0.87,0.94,0.83,75.28,80.7,0.84,0.76,2016-12-04 01:00:00
16875,Calibrador Robos,0.93,0.88,0.99,0.76,71.12,110.03,0.86,0.75,2016-12-04 02:00:00
16876,Medidor Corrente,0.86,0.87,0.96,0.85,92.13,112.5,0.92,0.86,2016-12-04 03:00:00
16877,Inspetor Visual Otico,0.85,0.9,0.94,0.84,85.45,107.43,0.92,0.77,2016-12-04 04:00:00
16878,Scanner AOI,0.83,0.9,0.99,0.78,95.53,101.71,0.81,0.86,2016-12-04 05:00:00
16879,Inspetor Visual Otico,0.93,0.77,0.92,0.86,82.92,113.59,0.89,0.82,2016-12-04 06:00:00
16880,Medidor Corrente,0.86,0.81,0.92,0.83,88.3,104.8,0.89,0.78,2016-12-04 07:00:00
16881,Inspetor Visual Otico,0.82,0.88,0.95,0.78,88.12,116.15,0.84,0.87,2016-12-04 08:00:00
16882,Calibrador Robos,0.82,0.92,0.96,0.88,84.12,94.68,0.89,0.88,2016-12-04 09:00:00
16883,Medidor Corrente,0.85,0.81,0.97,0.78,89.64,113.39,0.84,0.74,2016-12-04 10:00:00
16884,Inspetor Visual Otico,0.93,0.77,0.97,0.77,94.99,81.7,0.95,0.82,2016-12-04 11:00:00
16885,Equipamento Solda por Onda,0.84,0.85,0.95,0.79,82.15,85.98,0.82,0.81,2016-12-04 12:00:00
16886,Equipamento Solda por Refusao,0.91,0.84,0.91,0.88,96.94,100.16,0.89,0.72,2016-12-04 13:00:00
16887,Medidor Corrente,0.95,0.8,0.96,0.78,94.04,92.67,0.83,0.81,2016-12-04 14:00:00
16888,Equipamento Solda por Onda,0.85,0.81,0.91,0.87,94.43,105.31,0.89,0.74,2016-12-04 15:00:00
16889,Calibrador Robos,0.86,0.9,0.94,0.81,79.07,112.33,0.85,0.74,2016-12-04 16:00:00
16890,Calibrador Robos,0.86,0.86,0.97,0.82,86.9,106.86,0.87,0.81,2016-12-04 17:00:00
16891,Medidor Corrente,0.81,0.79,0.95,0.79,79.06,86.13,0.81,0.83,2016-12-04 18:00:00
16892,Equipamento Solda por Onda,0.85,0.83,0.95,0.82,93.29,117.87,0.87,0.9,2016-12-04 19:00:00
16893,Testador Circuito SMT,0.86,0.83,0.96,0.75,96.03,101.31,0.92,0.81,2016-12-04 20:00:00
16894,Scanner AOI,0.83,0.78,0.94,0.84,84.6,115.7,0.93,0.83,2016-12-04 21:00:00
16895,Inspetor Visual Otico,0.81,0.87,0.93,0.76,98.57,84.32,0.82,0.9,2016-12-04 22:00:00
16896,Calibrador Robos,0.92,0.82,0.91,0.89,86.95,94.14,0.87,0.75,2016-12-04 23:00:00
16897,Calibrador Robos,0.91,0.84,0.94,0.83,97.66,98.69,0.87,0.75,2016-12-05 00:00:00
16898,Calibrador Robos,0.84,0.86,0.91,0.77,98.4,112.73,0.87,0.84,2016-12-05 01:00:00
16899,Testador Circuito SMT,0.85,0.8,0.93,0.79,78.98,112.76,0.81,0.73,2016-12-05 02:00:00
16900,Calibrador Robos,0.81,0.79,0.97,0.76,96.66,114.5,0.95,0.81,2016-12-05 03:00:00
16901,Inspetor Visual Otico,0.93,0.77,0.98,0.81,84.93,114.1,0.82,0.86,2016-12-05 04:00:00
16902,Equipamento Solda por Onda,0.87,0.85,0.94,0.76,83.16,119.11,0.83,0.82,2016-12-05 05:00:00
16903,Equipamento Solda por Onda,0.88,0.91,0.97,0.79,83.6,81.11,0.93,0.74,2016-12-05 06:00:00
16904,Scanner AOI,0.88,0.8,0.91,0.77,81.73,92.98,0.94,0.79,2016-12-05 07:00:00
16905,Testador Circuito SMT,0.87,0.8,0.98,0.87,77.45,80.05,0.95,0.76,2016-12-05 08:00:00
16906,Calibrador Robos,0.84,0.77,0.95,0.76,87.48,97.52,0.91,0.9,2016-12-05 09:00:00
16907,Medidor Corrente,0.9,0.76,0.95,0.83,92.18,107.55,0.82,0.86,2016-12-05 10:00:00
16908,Testador Circuito SMT,0.84,0.77,0.96,0.79,83.95,85.56,0.84,0.73,2016-12-05 11:00:00
16909,Scanner AOI,0.82,0.8,0.93,0.87,74.1,94.01,0.85,0.83,2016-12-05 12:00:00
16910,Inspetor Visual Otico,0.89,0.78,0.96,0.8,80.69,81.73,0.94,0.87,2016-12-05 13:00:00
16911,Inspetor Visual Otico,0.84,0.75,0.94,0.82,93.37,119.96,0.85,0.78,2016-12-05 14:00:00
16912,Inspetor Visual Otico,0.84,0.82,0.96,0.89,72.7,92.27,0.94,0.86,2016-12-05 15:00:00
16913,Testador Circuito SMT,0.89,0.79,0.95,0.77,80.55,94.33,0.9,0.76,2016-12-05 16:00:00
16914,Calibrador Robos,0.93,0.78,0.92,0.86,84.2,102.0,0.89,0.71,2016-12-05 17:00:00
16915,Medidor Corrente,0.88,0.81,0.92,0.8,73.32,93.08,0.87,0.84,2016-12-05 18:00:00
16916,Medidor Corrente,0.93,0.89,0.93,0.82,92.79,100.34,0.86,0.87,2016-12-05 19:00:00
16917,Testador Circuito SMT,0.94,0.9,0.94,0.86,90.24,114.2,0.88,0.74,2016-12-05 20:00:00
16918,Medidor Corrente,0.93,0.79,0.91,0.87,88.05,112.63,0.83,0.8,2016-12-05 21:00:00
16919,Calibrador Robos,0.92,0.76,0.98,0.75,71.04,101.01,0.94,0.81,2016-12-05 22:00:00
16920,Inspetor Visual Otico,0.9,0.8,0.98,0.77,90.33,93.65,0.89,0.74,2016-12-05 23:00:00
16921,Calibrador Robos,0.8,0.82,0.92,0.86,84.62,99.93,0.9,0.77,2016-12-06 00:00:00
