id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
32454,Equipamento Solda por Onda,0.84,0.9,0.9,0.83,75.09,97.35,0.81,0.88,2020-09-14 05:00:00
32455,Equipamento Solda por Refusao,0.84,0.83,0.91,0.84,80.08,106.61,0.82,0.81,2020-09-14 06:00:00
32456,Testador Circuito SMT,0.8,0.87,0.94,0.82,76.03,118.27,0.84,0.77,2020-09-14 07:00:00
32457,Equipamento Solda por Refusao,0.9,0.84,0.92,0.77,89.4,119.82,0.91,0.76,2020-09-14 08:00:00
32458,Scanner AOI,0.91,0.85,0.91,0.87,94.88,110.97,0.82,0.71,2020-09-14 09:00:00
32459,Inspetor Visual Otico,0.83,0.8,0.91,0.89,73.64,117.53,0.91,0.84,2020-09-14 10:00:00
32460,Inspetor Visual Otico,0.87,0.79,0.92,0.76,91.77,103.69,0.94,0.82,2020-09-14 11:00:00
32461,Equipamento Solda por Onda,0.89,0.83,0.95,0.82,70.94,108.51,0.87,0.71,2020-09-14 12:00:00
32462,Testador Circuito SMT,0.89,0.83,0.96,0.83,96.94,90.42,0.82,0.79,2020-09-14 13:00:00
32463,Testador Circuito SMT,0.94,0.92,0.92,0.86,92.13,116.36,0.88,0.89,2020-09-14 14:00:00
32464,Scanner AOI,0.86,0.86,0.95,0.81,87.12,80.94,0.88,0.87,2020-09-14 15:00:00
32465,Inspetor Visual Otico,0.84,0.92,0.95,0.9,81.04,92.49,0.91,0.74,2020-09-14 16:00:00
32466,Calibrador Robos,0.85,0.79,0.94,0.75,91.2,96.13,0.87,0.89,2020-09-14 17:00:00
32467,Scanner AOI,0.84,0.76,0.95,0.88,77.16,96.49,0.85,0.75,2020-09-14 18:00:00
32468,Equipamento Solda por Onda,0.94,0.82,0.93,0.85,80.33,94.05,0.94,0.87,2020-09-14 19:00:00
32469,Medidor Corrente,0.9,0.75,0.95,0.81,77.42,114.71,0.81,0.86,2020-09-14 20:00:00
32470,Testador Circuito SMT,0.81,0.89,0.94,0.76,71.0,90.45,0.89,0.83,2020-09-14 21:00:00
32471,Equipamento Solda por Onda,0.82,0.82,0.9,0.88,85.22,107.28,0.82,0.73,2020-09-14 22:00:00
32472,Scanner AOI,0.81,0.9,0.98,0.76,70.12,96.29,0.89,0.81,2020-09-14 23:00:00
32473,Equipamento Solda por Refusao,0.81,0.85,0.94,0.78,70.43,110.68,0.83,0.83,2020-09-15 00:00:00
32474,Medidor Corrente,0.88,0.79,0.91,0.86,70.41,85.4,0.91,0.81,2020-09-15 01:00:00
32475,Medidor Corrente,0.81,0.79,0.9,0.86,87.87,110.7,0.88,0.87,2020-09-15 02:00:00
32476,Testador Circuito SMT,0.91,0.76,0.93,0.75,88.81,80.13,0.83,0.73,2020-09-15 03:00:00
32477,Equipamento Solda por Refusao,0.86,0.76,0.98,0.9,78.65,90.96,0.89,0.81,2020-09-15 04:00:00
32478,Testador Circuito SMT,0.87,0.76,0.94,0.85,92.76,101.82,0.94,0.79,2020-09-15 05:00:00
32479,Inspetor Visual Otico,0.95,0.87,0.97,0.84,74.14,83.04,0.83,0.8,2020-09-15 06:00:00
32480,Medidor Corrente,0.84,0.8,0.91,0.78,84.96,107.55,0.9,0.89,2020-09-15 07:00:00
32481,Medidor Corrente,0.81,0.76,0.97,0.8,80.89,116.24,0.9,0.73,2020-09-15 08:00:00
32482,Equipamento Solda por Onda,0.91,0.87,0.94,0.87,82.03,115.46,0.94,0.75,2020-09-15 09:00:00
32483,Calibrador Robos,0.95,0.82,0.95,0.79,71.13,91.17,0.91,0.89,2020-09-15 10:00:00
32484,Medidor Corrente,0.88,0.79,0.98,0.77,72.37,99.74,0.82,0.84,2020-09-15 11:00:00
32485,Equipamento Solda por Refusao,0.82,0.87,0.98,0.8,97.2,116.66,0.93,0.74,2020-09-15 12:00:00
32486,Testador Circuito SMT,0.9,0.81,0.93,0.86,98.95,83.89,0.88,0.84,2020-09-15 13:00:00
32487,Equipamento Solda por Refusao,0.86,0.76,0.98,0.86,80.77,105.32,0.89,0.9,2020-09-15 14:00:00
32488,Equipamento Solda por Onda,0.92,0.84,0.96,0.77,98.23,111.54,0.9,0.81,2020-09-15 15:00:00
32489,Scanner AOI,0.9,0.81,0.97,0.89,83.22,105.94,0.93,0.81,2020-09-15 16:00:00
32490,Testador Circuito SMT,0.85,0.84,0.96,0.81,97.98,115.6,0.88,0.8,2020-09-15 17:00:00
32491,Equipamento Solda por Refusao,0.94,0.75,0.94,0.83,99.42,118.66,0.86,0.76,2020-09-15 18:00:00
32492,Equipamento Solda por Onda,0.81,0.78,0.98,0.89,97.63,85.22,0.91,0.8,2020-09-15 19:00:00
32493,Calibrador Robos,0.82,0.78,0.9,0.87,76.23,103.52,0.83,0.89,2020-09-15 20:00:00
32494,Calibrador Robos,0.88,0.83,0.98,0.81,92.38,87.4,0.83,0.85,2020-09-15 21:00:00
32495,Equipamento Solda por Onda,0.88,0.79,0.95,0.81,83.59,117.16,0.93,0.79,2020-09-15 22:00:00
32496,Calibrador Robos,0.9,0.85,0.97,0.84,80.52,114.72,0.84,0.75,2020-09-15 23:00:00
32497,Scanner AOI,0.88,0.85,0.98,0.87,86.48,83.14,0.87,0.86,2020-09-16 00:00:00
32498,Equipamento Solda por Onda,0.92,0.83,0.99,0.79,92.55,109.11,0.91,0.72,2020-09-16 01:00:00
32499,Scanner AOI,0.84,0.77,0.91,0.88,89.7,119.87,0.93,0.86,2020-09-16 02:00:00
32500,Scanner AOI,0.92,0.79,0.9,0.83,74.84,112.04,0.91,0.74,2020-09-16 03:00:00
32501,Testador Circuito SMT,0.93,0.83,0.92,0.87,95.61,92.76,0.92,0.86,2020-09-16 04:00:00
32502,Testador Circuito SMT,0.85,0.91,0.92,0.78,96.91,97.79,0.92,0.78,2020-09-16 05:00:00
32503,Scanner AOI,0.93,0.89,0.99,0.83,84.41,117.96,0.93,0.75,2020-09-16 06:00:00
32504,Calibrador Robos,0.88,0.88,0.97,0.82,74.07,80.86,0.82,0.7,2020-09-16 07:00:00
32505,Inspetor Visual Otico,0.84,0.89,0.9,0.88,77.78,109.35,0.94,0.73,2020-09-16 08:00:00
32506,Calibrador Robos,0.93,0.75,0.97,0.88,96.77,92.04,0.86,0.9,2020-09-16 09:00:00
32507,Testador Circuito SMT,0.91,0.75,0.98,0.77,75.89,84.0,0.81,0.85,2020-09-16 10:00:00
32508,Scanner AOI,0.93,0.88,0.92,0.75,82.34,117.76,0.91,0.74,2020-09-16 11:00:00
32509,Equipamento Solda por Refusao,0.93,0.83,0.96,0.83,89.85,105.13,0.94,0.72,2020-09-16 12:00:00
32510,Inspetor Visual Otico,0.89,0.79,0.97,0.78,93.01,94.37,0.83,0.73,2020-09-16 13:00:00
32511,Inspetor Visual Otico,0.86,0.78,0.94,0.87,94.5,91.07,0.82,0.89,2020-09-16 14:00:00
32512,Equipamento Solda por Onda,0.95,0.87,0.93,0.82,88.9,94.09,0.84,0.86,2020-09-16 15:00:00
32513,Testador Circuito SMT,0.8,0.87,0.99,0.79,90.04,84.87,0.94,0.77,2020-09-16 16:00:00
32514,Inspetor Visual Otico,0.88,0.82,0.98,0.87,95.96,88.92,0.87,0.89,2020-09-16 17:00:00
32515,Medidor Corrente,0.93,0.81,0.94,0.84,80.17,90.89,0.82,0.81,2020-09-16 18:00:00
32516,Calibrador Robos,0.94,0.83,0.97,0.77,72.56,97.06,0.85,0.74,2020-09-16 19:00:00
32517,Testador Circuito SMT,0.86,0.79,0.93,0.87,71.59,88.12,0.94,0.83,2020-09-16 20:00:00
32518,Equipamento Solda por Onda,0.88,0.83,0.97,0.83,99.34,111.6,0.84,0.86,2020-09-16 21:00:00
32519,Medidor Corrente,0.89,0.76,0.97,0.89,87.86,105.38,0.88,0.87,2020-09-16 22:00:00
32520,Equipamento Solda por Refusao,0.91,0.82,0.96,0.81,85.96,102.01,0.84,0.82,2020-09-16 23:00:00
32521,Equipamento Solda por Onda,0.9,0.86,0.97,0.85,82.65,83.07,0.88,0.74,2020-09-17 00:00:00
32522,Testador Circuito SMT,0.81,0.78,0.95,0.82,98.2,107.58,0.86,0.85,2020-09-17 01:00:00
32523,Calibrador Robos,0.91,0.87,0.92,0.81,95.89,100.52,0.84,0.75,2020-09-17 02:00:00
32524,Inspetor Visual Otico,0.82,0.85,0.99,0.88,98.58,98.64,0.91,0.83,2020-09-17 03:00:00
32525,Medidor Corrente,0.95,0.77,0.94,0.89,88.05,110.36,0.86,0.84,2020-09-17 04:00:00
32526,Equipamento Solda por Onda,0.84,0.89,0.99,0.86,74.78,107.54,0.81,0.83,2020-09-17 05:00:00
32527,Equipamento Solda por Refusao,0.81,0.86,0.98,0.77,93.45,88.52,0.88,0.74,2020-09-17 06:00:00
32528,Calibrador Robos,0.9,0.9,0.9,0.8,77.75,86.68,0.89,0.77,2020-09-17 07:00:00
32529,Medidor Corrente,0.87,0.77,0.95,0.78,73.06,105.61,0.86,0.87,2020-09-17 08:00:00
32530,Equipamento Solda por Onda,0.85,0.83,0.94,0.81,80.5,119.53,0.84,0.72,2020-09-17 09:00:00
32531,Calibrador Robos,0.89,0.78,0.95,0.77,91.04,99.73,0.91,0.86,2020-09-17 10:00:00
32532,Calibrador Robos,0.81,0.75,0.94,0.79,72.95,102.54,0.86,0.79,2020-09-17 11:00:00
32533,Scanner AOI,0.86,0.76,0.99,0.9,73.29,106.56,0.9,0.78,2020-09-17 12:00:00
32534,Equipamento Solda por Onda,0.85,0.89,0.92,0.76,90.24,108.9,0.84,0.75,2020-09-17 13:00:00
32535,Equipamento Solda por Onda,0.82,0.77,0.95,0.83,95.83,117.34,0.82,0.89,2020-09-17 14:00:00
32536,Scanner AOI,0.87,0.89,0.91,0.82,89.88,96.47,0.93,0.81,2020-09-17 15:00:00
32537,Calibrador Robos,0.91,0.86,0.95,0.82,97.36,83.02,0.85,0.83,2020-09-17 16:00:00
32538,Equipamento Solda por Onda,0.8,0.81,0.96,0.82,88.35,89.18,0.93,0.78,2020-09-17 17:00:00
32539,Medidor Corrente,0.95,0.88,0.98,0.8,71.33,97.42,0.91,0.76,2020-09-17 18:00:00
32540,Testador Circuito SMT,0.87,0.82,0.91,0.8,90.65,117.03,0.84,0.74,2020-09-17 19:00:00
32541,Scanner AOI,0.82,0.9,0.93,0.89,70.24,111.03,0.92,0.86,2020-09-17 20:00:00
32542,Testador Circuito SMT,0.85,0.78,0.94,0.76,80.33,104.86,0.85,0.79,2020-09-17 21:00:00
32543,Testador Circuito SMT,0.92,0.87,0.96,0.84,75.53,83.25,0.84,0.77,2020-09-17 22:00:00
32544,Medidor Corrente,0.81,0.83,0.96,0.77,92.42,87.73,0.86,0.89,2020-09-17 23:00:00
32545,Scanner AOI,0.9,0.8,0.92,0.85,80.52,108.63,0.94,0.73,2020-09-18 00:00:00
32546,Calibrador Robos,0.87,0.77,0.92,0.87,84.65,84.72,0.89,0.84,2020-09-18 01:00:00
32547,Medidor Corrente,0.9,0.86,0.99,0.79,71.25,97.87,0.9,0.71,2020-09-18 02:00:00
32548,Equipamento Solda por Onda,0.81,0.87,0.96,0.79,74.21,119.83,0.85,0.86,2020-09-18 03:00:00
32549,Medidor Corrente,0.93,0.91,0.92,0.76,79.33,109.5,0.87,0.82,2020-09-18 04:00:00
32550,Inspetor Visual Otico,0.88,0.8,0.93,0.82,99.08,100.7,0.95,0.78,2020-09-18 05:00:00
32551,Medidor Corrente,0.93,0.9,0.97,0.82,89.64,82.3,0.9,0.89,2020-09-18 06:00:00
32552,Inspetor Visual Otico,0.84,0.88,0.91,0.79,82.27,109.86,0.81,0.83,2020-09-18 07:00:00
32553,Calibrador Robos,0.86,0.87,0.97,0.8,71.89,98.03,0.86,0.83,2020-09-18 08:00:00
32554,Testador Circuito SMT,0.88,0.8,0.96,0.8,99.16,96.92,0.9,0.72,2020-09-18 09:00:00
32555,Inspetor Visual Otico,0.91,0.91,0.92,0.81,93.29,118.43,0.95,0.71,2020-09-18 10:00:00
32556,Equipamento Solda por Onda,0.92,0.83,0.96,0.76,84.08,88.59,0.84,0.8,2020-09-18 11:00:00
32557,Calibrador Robos,0.87,0.86,0.9,0.84,92.98,86.15,0.83,0.72,2020-09-18 12:00:00
32558,Equipamento Solda por Refusao,0.83,0.85,0.9,0.83,89.1,98.72,0.91,0.72,2020-09-18 13:00:00
32559,Calibrador Robos,0.83,0.88,0.93,0.86,93.56,100.24,0.88,0.81,2020-09-18 14:00:00
32560,Scanner AOI,0.92,0.75,0.96,0.75,79.94,96.29,0.86,0.74,2020-09-18 15:00:00
32561,Equipamento Solda por Onda,0.86,0.86,0.94,0.76,93.18,81.44,0.8,0.76,2020-09-18 16:00:00
32562,Equipamento Solda por Refusao,0.95,0.78,0.96,0.77,76.35,112.05,0.85,0.75,2020-09-18 17:00:00
32563,Scanner AOI,0.86,0.81,0.96,0.85,93.02,106.17,0.88,0.77,2020-09-18 18:00:00
32564,Calibrador Robos,0.93,0.84,0.97,0.83,70.95,113.08,0.92,0.78,2020-09-18 19:00:00
32565,Calibrador Robos,0.88,0.78,0.95,0.87,93.5,96.22,0.81,0.72,2020-09-18 20:00:00
32566,Inspetor Visual Otico,0.95,0.85,0.97,0.85,72.05,95.76,0.93,0.79,2020-09-18 21:00:00
32567,Scanner AOI,0.81,0.9,0.97,0.89,77.26,88.31,0.89,0.81,2020-09-18 22:00:00
32568,Inspetor Visual Otico,0.88,0.91,0.93,0.89,94.2,113.33,0.91,0.9,2020-09-18 23:00:00
32569,Equipamento Solda por Onda,0.83,0.81,0.97,0.81,70.95,88.87,0.84,0.83,2020-09-19 00:00:00
32570,Testador Circuito SMT,0.94,0.8,0.96,0.76,93.34,93.77,0.89,0.74,2020-09-19 01:00:00
32571,Equipamento Solda por Onda,0.92,0.81,0.96,0.76,95.89,114.43,0.9,0.78,2020-09-19 02:00:00
32572,Calibrador Robos,0.93,0.8,0.93,0.78,78.95,102.71,0.86,0.8,2020-09-19 03:00:00
32573,Inspetor Visual Otico,0.91,0.82,0.96,0.84,90.41,94.06,0.9,0.75,2020-09-19 04:00:00
32574,Scanner AOI,0.88,0.82,0.91,0.85,87.5,103.06,0.93,0.82,2020-09-19 05:00:00
32575,Inspetor Visual Otico,0.85,0.92,0.91,0.75,89.4,113.12,0.91,0.71,2020-09-19 06:00:00
32576,Testador Circuito SMT,0.83,0.77,0.93,0.89,84.41,119.81,0.8,0.74,2020-09-19 07:00:00
32577,Medidor Corrente,0.82,0.79,0.97,0.87,89.41,94.61,0.85,0.72,2020-09-19 08:00:00
32578,Calibrador Robos,0.8,0.76,0.95,0.86,88.4,87.05,0.82,0.71,2020-09-19 09:00:00
32579,Medidor Corrente,0.95,0.83,0.92,0.9,82.65,97.91,0.94,0.87,2020-09-19 10:00:00
32580,Calibrador Robos,0.83,0.81,0.98,0.79,97.88,93.39,0.85,0.78,2020-09-19 11:00:00
32581,Equipamento Solda por Onda,0.93,0.77,0.94,0.75,77.01,102.07,0.88,0.84,2020-09-19 12:00:00
32582,Scanner AOI,0.83,0.78,0.92,0.88,94.94,85.19,0.94,0.7,2020-09-19 13:00:00
32583,Scanner AOI,0.88,0.86,0.96,0.77,81.97,92.29,0.92,0.72,2020-09-19 14:00:00
32584,Testador Circuito SMT,0.93,0.88,0.91,0.83,86.71,104.23,0.92,0.88,2020-09-19 15:00:00
32585,Equipamento Solda por Refusao,0.85,0.88,0.96,0.84,87.45,106.81,0.8,0.78,2020-09-19 16:00:00
32586,Equipamento Solda por Onda,0.91,0.78,0.92,0.81,94.42,95.55,0.84,0.81,2020-09-19 17:00:00
32587,Testador Circuito SMT,0.91,0.78,0.99,0.83,91.19,98.81,0.85,0.72,2020-09-19 18:00:00
32588,Testador Circuito SMT,0.87,0.78,0.95,0.81,89.84,104.1,0.9,0.76,2020-09-19 19:00:00
32589,Scanner AOI,0.93,0.92,0.97,0.76,74.1,85.95,0.94,0.89,2020-09-19 20:00:00
32590,Equipamento Solda por Onda,0.87,0.78,0.98,0.81,81.12,112.61,0.88,0.88,2020-09-19 21:00:00
32591,Scanner AOI,0.92,0.88,0.9,0.83,91.49,99.02,0.84,0.82,2020-09-19 22:00:00
32592,Scanner AOI,0.87,0.84,0.92,0.77,91.45,102.21,0.88,0.76,2020-09-19 23:00:00
32593,Medidor Corrente,0.84,0.82,0.94,0.86,83.11,114.05,0.93,0.71,2020-09-20 00:00:00
32594,Medidor Corrente,0.8,0.75,0.97,0.84,94.63,83.31,0.87,0.8,2020-09-20 01:00:00
32595,Medidor Corrente,0.9,0.83,0.94,0.78,96.15,89.58,0.88,0.77,2020-09-20 02:00:00
32596,Equipamento Solda por Refusao,0.81,0.89,0.95,0.81,78.56,97.7,0.86,0.74,2020-09-20 03:00:00
32597,Testador Circuito SMT,0.88,0.88,0.95,0.85,70.55,89.32,0.87,0.9,2020-09-20 04:00:00
32598,Equipamento Solda por Onda,0.85,0.75,0.91,0.76,93.11,94.6,0.92,0.78,2020-09-20 05:00:00
32599,Medidor Corrente,0.83,0.83,0.91,0.86,89.37,87.18,0.85,0.71,2020-09-20 06:00:00
32600,Medidor Corrente,0.81,0.84,0.92,0.9,82.69,102.35,0.91,0.86,2020-09-20 07:00:00
32601,Calibrador Robos,0.89,0.79,0.93,0.88,71.83,81.67,0.84,0.72,2020-09-20 08:00:00
32602,Testador Circuito SMT,0.94,0.83,0.97,0.81,75.7,96.82,0.84,0.79,2020-09-20 09:00:00
32603,Equipamento Solda por Refusao,0.86,0.76,0.94,0.77,82.86,102.82,0.88,0.89,2020-09-20 10:00:00
32604,Testador Circuito SMT,0.81,0.76,0.93,0.87,96.77,87.99,0.9,0.79,2020-09-20 11:00:00
32605,Equipamento Solda por Refusao,0.9,0.75,0.99,0.77,94.19,114.91,0.84,0.73,2020-09-20 12:00:00
32606,Calibrador Robos,0.85,0.87,0.99,0.85,88.89,87.21,0.9,0.86,2020-09-20 13:00:00
32607,Calibrador Robos,0.91,0.83,0.9,0.81,99.34,98.04,0.86,0.8,2020-09-20 14:00:00
32608,Equipamento Solda por Onda,0.87,0.84,0.94,0.87,93.43,95.3,0.94,0.88,2020-09-20 15:00:00
32609,Equipamento Solda por Onda,0.86,0.91,0.94,0.82,79.07,93.1,0.83,0.79,2020-09-20 16:00:00
32610,Equipamento Solda por Refusao,0.84,0.78,0.98,0.77,77.25,113.5,0.87,0.86,2020-09-20 17:00:00
32611,Scanner AOI,0.81,0.87,0.99,0.84,89.28,84.5,0.84,0.78,2020-09-20 18:00:00
32612,Scanner AOI,0.83,0.87,0.99,0.79,89.45,110.3,0.93,0.89,2020-09-20 19:00:00
32613,Equipamento Solda por Refusao,0.9,0.77,0.92,0.86,89.55,111.24,0.92,0.77,2020-09-20 20:00:00
32614,Calibrador Robos,0.81,0.9,0.93,0.88,97.53,81.63,0.94,0.79,2020-09-20 21:00:00
32615,Medidor Corrente,0.89,0.9,0.93,0.78,81.56,112.04,0.87,0.77,2020-09-20 22:00:00
32616,Scanner AOI,0.92,0.8,0.91,0.89,77.77,88.04,0.82,0.88,2020-09-20 23:00:00
32617,Medidor Corrente,0.95,0.8,0.93,0.82,90.07,109.17,0.87,0.76,2020-09-21 00:00:00
32618,Medidor Corrente,0.9,0.77,0.96,0.87,78.08,87.03,0.8,0.75,2020-09-21 01:00:00
32619,Medidor Corrente,0.81,0.84,0.92,0.88,71.07,87.3,0.94,0.88,2020-09-21 02:00:00
32620,Inspetor Visual Otico,0.81,0.76,0.96,0.87,86.02,84.12,0.81,0.73,2020-09-21 03:00:00
32621,Testador Circuito SMT,0.92,0.88,0.93,0.9,83.72,109.82,0.92,0.75,2020-09-21 04:00:00
32622,Equipamento Solda por Refusao,0.81,0.91,0.95,0.75,96.73,118.75,0.92,0.78,2020-09-21 05:00:00
32623,Medidor Corrente,0.85,0.79,0.99,0.89,78.25,112.5,0.85,0.87,2020-09-21 06:00:00
32624,Scanner AOI,0.82,0.86,0.94,0.88,79.0,112.66,0.86,0.79,2020-09-21 07:00:00
32625,Scanner AOI,0.82,0.87,0.98,0.9,93.22,111.8,0.8,0.82,2020-09-21 08:00:00
32626,Calibrador Robos,0.93,0.82,0.94,0.76,82.41,114.97,0.82,0.87,2020-09-21 09:00:00
32627,Equipamento Solda por Refusao,0.8,0.79,0.96,0.89,94.83,111.61,0.83,0.84,2020-09-21 10:00:00
32628,Calibrador Robos,0.82,0.88,0.91,0.82,74.64,90.43,0.9,0.88,2020-09-21 11:00:00
32629,Scanner AOI,0.95,0.8,0.96,0.89,86.81,108.53,0.91,0.85,2020-09-21 12:00:00
32630,Equipamento Solda por Onda,0.87,0.76,0.95,0.81,72.16,106.58,0.88,0.77,2020-09-21 13:00:00
32631,Equipamento Solda por Onda,0.85,0.75,0.96,0.8,91.44,102.68,0.84,0.88,2020-09-21 14:00:00
32632,Inspetor Visual Otico,0.9,0.87,0.93,0.9,74.84,106.11,0.91,0.72,2020-09-21 15:00:00
32633,Medidor Corrente,0.86,0.86,0.94,0.84,77.04,119.26,0.87,0.76,2020-09-21 16:00:00
32634,Scanner AOI,0.86,0.87,0.9,0.88,85.66,93.02,0.87,0.85,2020-09-21 17:00:00
32635,Equipamento Solda por Onda,0.87,0.89,0.95,0.89,83.47,110.18,0.93,0.71,2020-09-21 18:00:00
32636,Equipamento Solda por Onda,0.83,0.85,0.93,0.8,92.88,114.75,0.88,0.74,2020-09-21 19:00:00
32637,Equipamento Solda por Onda,0.94,0.76,0.93,0.89,77.67,86.69,0.88,0.78,2020-09-21 20:00:00
32638,Scanner AOI,0.93,0.8,0.92,0.81,86.37,91.97,0.88,0.71,2020-09-21 21:00:00
32639,Equipamento Solda por Refusao,0.83,0.88,0.95,0.87,83.35,82.29,0.93,0.82,2020-09-21 22:00:00
32640,Testador Circuito SMT,0.94,0.8,0.98,0.86,74.25,107.92,0.92,0.72,2020-09-21 23:00:00
32641,Scanner AOI,0.82,0.82,0.9,0.85,77.44,93.07,0.93,0.87,2020-09-22 00:00:00
32642,Testador Circuito SMT,0.81,0.75,0.93,0.77,81.25,118.93,0.86,0.72,2020-09-22 01:00:00
32643,Medidor Corrente,0.81,0.82,0.95,0.83,93.81,109.15,0.88,0.77,2020-09-22 02:00:00
32644,Medidor Corrente,0.91,0.84,0.97,0.88,98.93,118.18,0.88,0.85,2020-09-22 03:00:00
32645,Scanner AOI,0.82,0.86,0.96,0.86,84.83,107.58,0.87,0.75,2020-09-22 04:00:00
32646,Scanner AOI,0.88,0.91,0.92,0.89,92.23,106.43,0.84,0.75,2020-09-22 05:00:00
32647,Equipamento Solda por Onda,0.84,0.9,0.93,0.83,75.76,105.3,0.86,0.88,2020-09-22 06:00:00
32648,Equipamento Solda por Onda,0.85,0.9,0.97,0.75,92.08,87.4,0.93,0.71,2020-09-22 07:00:00
32649,Testador Circuito SMT,0.94,0.87,0.93,0.78,86.0,119.58,0.95,0.78,2020-09-22 08:00:00
32650,Medidor Corrente,0.84,0.8,0.94,0.81,89.53,86.92,0.82,0.7,2020-09-22 09:00:00
32651,Scanner AOI,0.89,0.81,0.96,0.82,91.83,100.12,0.89,0.83,2020-09-22 10:00:00
32652,Calibrador Robos,0.83,0.84,0.94,0.76,90.17,90.65,0.84,0.84,2020-09-22 11:00:00
32653,Inspetor Visual Otico,0.83,0.85,0.96,0.77,70.38,81.57,0.93,0.72,2020-09-22 12:00:00
32654,Scanner AOI,0.95,0.83,0.9,0.88,84.62,96.52,0.87,0.75,2020-09-22 13:00:00
32655,Testador Circuito SMT,0.91,0.78,0.94,0.88,93.55,118.37,0.88,0.71,2020-09-22 14:00:00
32656,Medidor Corrente,0.84,0.83,0.97,0.76,79.48,91.94,0.85,0.86,2020-09-22 15:00:00
32657,Inspetor Visual Otico,0.92,0.88,0.94,0.86,74.87,116.91,0.95,0.71,2020-09-22 16:00:00
32658,Equipamento Solda por Onda,0.94,0.77,0.95,0.87,77.36,113.06,0.89,0.85,2020-09-22 17:00:00
32659,Medidor Corrente,0.92,0.9,0.95,0.85,98.49,115.72,0.87,0.84,2020-09-22 18:00:00
32660,Inspetor Visual Otico,0.85,0.86,0.93,0.8,96.74,111.77,0.91,0.87,2020-09-22 19:00:00
32661,Equipamento Solda por Refusao,0.87,0.83,0.97,0.89,73.52,84.36,0.92,0.82,2020-09-22 20:00:00
32662,Equipamento Solda por Refusao,0.82,0.85,0.92,0.75,89.03,114.62,0.84,0.77,2020-09-22 21:00:00
32663,Equipamento Solda por Refusao,0.92,0.77,0.91,0.85,94.4,93.03,0.89,0.8,2020-09-22 22:00:00
32664,Testador Circuito SMT,0.89,0.83,0.97,0.85,72.23,96.72,0.81,0.73,2020-09-22 23:00:00
32665,Inspetor Visual Otico,0.86,0.89,0.92,0.87,72.7,93.13,0.92,0.85,2020-09-23 00:00:00
32666,Calibrador Robos,0.9,0.82,0.93,0.87,80.17,81.45,0.93,0.89,2020-09-23 01:00:00
32667,Medidor Corrente,0.92,0.82,0.98,0.87,92.03,92.34,0.91,0.86,2020-09-23 02:00:00
32668,Medidor Corrente,0.9,0.92,0.98,0.83,82.75,80.02,0.83,0.8,2020-09-23 03:00:00
32669,Equipamento Solda por Onda,0.87,0.92,0.98,0.89,99.43,119.98,0.87,0.89,2020-09-23 04:00:00
32670,Calibrador Robos,0.93,0.9,0.96,0.85,73.45,100.58,0.91,0.87,2020-09-23 05:00:00
32671,Calibrador Robos,0.92,0.89,0.94,0.85,71.56,88.31,0.93,0.75,2020-09-23 06:00:00
32672,Inspetor Visual Otico,0.9,0.78,0.95,0.87,96.89,118.81,0.92,0.75,2020-09-23 07:00:00
32673,Equipamento Solda por Refusao,0.91,0.81,0.97,0.78,79.6,80.79,0.94,0.8,2020-09-23 08:00:00
32674,Scanner AOI,0.91,0.91,0.91,0.89,82.11,105.12,0.93,0.78,2020-09-23 09:00:00
32675,Equipamento Solda por Refusao,0.9,0.84,0.93,0.8,97.17,104.68,0.92,0.87,2020-09-23 10:00:00
32676,Equipamento Solda por Refusao,0.87,0.84,0.98,0.79,86.48,98.73,0.88,0.71,2020-09-23 11:00:00
32677,Inspetor Visual Otico,0.8,0.82,0.91,0.76,95.81,104.59,0.93,0.76,2020-09-23 12:00:00
32678,Equipamento Solda por Refusao,0.89,0.81,0.97,0.83,78.87,85.63,0.94,0.82,2020-09-23 13:00:00
32679,Calibrador Robos,0.91,0.86,0.92,0.87,85.89,115.86,0.85,0.88,2020-09-23 14:00:00
32680,Scanner AOI,0.87,0.91,0.92,0.8,94.16,108.82,0.94,0.74,2020-09-23 15:00:00
32681,Inspetor Visual Otico,0.86,0.9,0.94,0.8,83.28,88.93,0.88,0.74,2020-09-23 16:00:00
32682,Calibrador Robos,0.83,0.88,0.94,0.85,97.56,98.87,0.88,0.78,2020-09-23 17:00:00
32683,Medidor Corrente,0.8,0.84,0.92,0.87,87.82,80.13,0.82,0.83,2020-09-23 18:00:00
32684,Calibrador Robos,0.92,0.92,0.96,0.76,85.63,114.78,0.84,0.84,2020-09-23 19:00:00
32685,Medidor Corrente,0.89,0.77,0.94,0.87,99.1,87.83,0.9,0.76,2020-09-23 20:00:00
32686,Scanner AOI,0.92,0.79,0.99,0.89,88.4,108.35,0.84,0.75,2020-09-23 21:00:00
32687,Medidor Corrente,0.93,0.76,0.97,0.85,74.26,111.76,0.91,0.72,2020-09-23 22:00:00
32688,Inspetor Visual Otico,0.9,0.79,0.96,0.77,92.5,114.5,0.92,0.78,2020-09-23 23:00:00
32689,Medidor Corrente,0.93,0.91,0.93,0.87,86.57,116.75,0.94,0.85,2020-09-24 00:00:00
32690,Medidor Corrente,0.81,0.83,0.98,0.81,70.74,114.66,0.82,0.75,2020-09-24 01:00:00
