Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2020,2021\textos\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,3.015 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.326 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,24.9%,Não informado,Não informado,Não informado,Não informado,Não informado,5.333 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2020,2021\textos\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.839 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,395 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16.4%,Não informado,Não informado,Não informado,Não informado,Não informado,2.405 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2021,2021\textos\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,204 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.559 milhões R$,Não informado,19.9%,Não informado,Não informado,Não informado,Não informado,78.345 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2021\textos\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,428 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,Não informado,5.5%,Não informado,Não informado,Não informado,Não informado,43.815 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,2021\textos\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.107.624,Não informado,Não informado,Não informado,-2.893.120,-3.010.084,Não informado,16.579.668,Não informado,Não informado,Não informado,Não informado,15.558.938,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2021,2021\textos\2021_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,"20,0 bilhões R$",Não informado,Não informado,Não informado,765 milhões R$,2.537 milhões R$,Não informado,Não informado,Não informado,Não informado,2.402 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.507 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2021,2021\textos\2021_2T_AP.txt,Nova linha de produção de bobinas a quente: 250 mil toneladas/ano; Novo laminador de perfis estruturais: 500 mil toneladas/ano,Não informado,Não informado,Não informado,Não informado,"21,0 bilhões R$",Não informado,Não informado,Não informado,765 milhões R$,3.634 milhões R$,Não informado,Não informado,Não informado,Não informado,2.330 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.507 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2021,2021\textos\2021_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,"19,5 bilhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.330 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2021,2021\textos\2021_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,"14,0 bilhões R$",Não informado,Não informado,Não informado,Não informado,8.400 milhões R$,Não informado,Não informado,Não informado,Não informado,"3,8 bilhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,5.355 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_1T_RR.txt,75%,Não informado,Não informado,Não informado,"494 milhões R$ (vendas), 168 milhões R$ (gerais e administrativas), total 326 milhões R$ (1T22); % DVGA/Receita Líquida: 2,4%",Não informado,Não informado,Não informado,Não informado,Não informado,5.827 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.940 milhões R$,27.0%,13.6%,Não informado,Não informado,Não informado,Não informado,21.555 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_1T_RR.txt,Acima de 90%,Acima de 90%,Não informado,Não informado,"707 milhões R$ (Depreciação/amortização), 361 milhões R$ (Despesas financeiras)",12.273 milhões R$,2.084 milhões R$,10.683 milhões R$,1.767 milhões R$,973.5 milhões R$,5.220 milhões R$,Não informado,Não informado,Não informado,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.510 milhões R$,26.8%,23.2%,Não informado,Não informado,Não informado,Não informado,19.463 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas com vendas: 167.891; Despesas gerais e administrativas: 326.416,10.427 milhões R$,9.285 milhões R$,Não informado,Não informado,340 milhões R$,Não informado,Não informado,Não informado,Não informado,-616 milhões R$,Não informado,2.320 milhões R$,Não informado,Não informado,Não informado,Não informado,2.940 milhões R$,Não informado,14.5%,Não informado,Não informado,Não informado,Não informado,20.330 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.445 milhões R$,Não informado,Não informado,Não informado,1.200 milhões R$,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,3.215 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2021,2022\textos\2022_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas com vendas: 155.393; Despesas gerais e administrativas: 314.095,12.855 milhões R$,10.875 milhões R$,Não informado,Não informado,441 milhões R$,Não informado,Não informado,Não informado,Não informado,-472 milhões R$,Não informado,1.569 milhões R$,Não informado,Não informado,Não informado,Não informado,2.471 milhões R$,Não informado,15.1%,Não informado,Não informado,Não informado,Não informado,16.343 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,516 milhões R$,12.400 milhões R$,3.550 milhões R$,8.895 milhões R$,4.700 milhões R$,Não informado,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,3.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.300 milhões R$,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,494 milhões R$,12.800 milhões R$,Não informado,Não informado,5.200 milhões R$,Não informado,5.827 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.940 milhões R$,28.7%,14.5%,Não informado,Não informado,Não informado,Não informado,20.330 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,83%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,12.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,54.3%,Não informado,Não informado,Não informado,Não informado,Não informado,23.000 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,7.481 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.288 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,23.9%,Não informado,Não informado,Não informado,Não informado,Não informado,9.588 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,6.121 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.836 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,33.1%,Não informado,Não informado,Não informado,Não informado,Não informado,8.573 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.808 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.657 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.808 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,928 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,25.4%,Não informado,Não informado,Não informado,Não informado,Não informado,3.657 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.375 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,740 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,39.1%,Não informado,Não informado,Não informado,Não informado,Não informado,1.894 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,0.565 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-0.695 milhões R$,-1.044 milhões R$,Não informado,3.857 milhões R$,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,Não informado,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.219 milhões R$,2.549 milhões R$,Não informado,Não informado,1.216 milhões R$,Não informado,2.701 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.242 milhões R$,Não informado,Não informado,Não informado,Não informado,1.642 milhões R$,23.4%,14.2%,Não informado,Não informado,Não informado,Não informado,11.523 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.400 milhões R$,Não informado,Não informado,Não informado,Não informado,3.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,72%,Não informado,Não informado,Não informado,555 milhões R$,12.856 milhões R$,Não informado,Não informado,Não informado,Não informado,5.369 milhões R$,Não informado,Não informado,Não informado,Não informado,3.093 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,25.4%,14.3%,Não informado,Não informado,Não informado,Não informado,21.149 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,516 milhões R$,12.445 milhões R$,Não informado,Não informado,Não informado,Não informado,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,3.218 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,527 milhões R$,17.091 milhões R$,Não informado,Não informado,Não informado,Não informado,7.023 milhões R$,Não informado,Não informado,Não informado,Não informado,3.843 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.560 milhões R$,32.9%,21.4%,Não informado,Não informado,Não informado,Não informado,21.317 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,400 milhões R$,12.856 bilhões R$,3.886 bilhões R$,8.970 bilhões R$,4.266 bilhões R$,Não informado,5.000 milhões R$,Não informado,Não informado,Não informado,Não informado,3.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,58.8%,35.6%,Não informado,Não informado,Não informado,Não informado,8.500 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.445 bilhões R$,3.550 bilhões R$,8.895 bilhões R$,4.690 bilhões R$,Não informado,2.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,24.0%,Não informado,Não informado,Não informado,Não informado,Não informado,9.600 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,17.121 bilhões R$,7.471 bilhões R$,16.374 bilhões R$,8.690 bilhões R$,Não informado,4.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,39.6%,Não informado,Não informado,Não informado,Não informado,Não informado,10.100 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.608 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.579 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,33.1%,Não informado,Não informado,Não informado,Não informado,Não informado,7.800 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.917 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,631 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,18.1%,Não informado,Não informado,Não informado,Não informado,Não informado,3.477 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.511 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,573 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,28.6%,Não informado,Não informado,Não informado,Não informado,Não informado,2.000 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,183.8 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,Não informado,14.3%,Não informado,Não informado,Não informado,Não informado,21.149 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-2.060 milhões R$; 605 milhões R$; -1.800 milhões R$; -205 milhões R$; 16 milhões R$; -3.445 milhões R$,-2.726 milhões R$; -1.897 milhões R$; -1.135 milhões R$; -828 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.607 milhões R$,Não informado,Não informado,Não informado,333 milhões R$,3.630 milhões R$,Não informado,Não informado,Não informado,Não informado,1.124 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.333 milhões R$,20.2%,7.4%,Não informado,Não informado,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.856 milhões R$,Não informado,Não informado,Não informado,Não informado,5.369 milhões R$,Não informado,Não informado,Não informado,Não informado,3.093 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,25.4%,14.3%,Não informado,Não informado,Não informado,Não informado,21.149 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.600 milhões R$,Não informado,Não informado,Não informado,6.100 milhões R$,21.500 milhões R$,Não informado,Não informado,Não informado,Não informado,10.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,68%,Não informado,Não informado,Não informado,622 milhões R$ (Despesas Vendas Gerais Adm),12.600 milhões R$,3.121 milhões R$,9.486 milhões R$,7.200 milhões R$,Não informado,3.254 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,18.1%,6.8%,Não informado,Não informado,Não informado,Não informado,18.000 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,555 milhões R$ (Despesas Vendas Gerais Adm),Não informado,Não informado,Não informado,Não informado,3.600 milhões R$,5.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,24.6%,14.3%,Não informado,Não informado,Não informado,Não informado,21.149 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,633 milhões R$ (Despesas Vendas Gerais Adm),Não informado,Não informado,Não informado,Não informado,Não informado,5.220 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.560 milhões R$,24.2%,16.5%,Não informado,Não informado,Não informado,Não informado,21.555 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.188 milhões R$ (Despesas Vendas Gerais Adm),12.600 milhões R$,3.121 milhões R$,9.486 milhões R$,7.200 milhões R$,Não informado,20.619 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.480 milhões R$,25.0%,13.9%,Não informado,Não informado,Não informado,Não informado,82.412 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2022\textos\2022_4T_RR.txt,92%,Não informado,Não informado,Não informado,6.275 milhões R$,Não informado,Não informado,Não informado,Não informado,"332,7 milhões R$",757 milhões R$,Não informado,Não informado,Não informado,Não informado,1.124 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,6.083 milhões R$,11.0%,88.2%,Não informado,Não informado,Não informado,Não informado,6.900 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,92%,Não informado,Não informado,Não informado,-5.106 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.824 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,28.1%,Não informado,Não informado,Não informado,Não informado,Não informado,6.500 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,-2.855 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,525 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.9%,Não informado,Não informado,Não informado,Não informado,Não informado,3.300 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.241 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,354 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,2.0%,6.8%,Não informado,Não informado,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,622 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,Não informado,6.8%,Não informado,Não informado,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.532 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.149 milhões R$,Não informado,Não informado,Não informado,-1.734 milhões R$,Não informado,7.822 milhões R$,Não informado,Não informado,Não informado,Não informado,11.480 milhões R$,2.6%,13.9%,Não informado,Não informado,Não informado,Não informado,82.412 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.187 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-1.734 milhões R$,Não informado,7.822 milhões R$,Não informado,Não informado,Não informado,Não informado,11.480 milhões R$,Não informado,13.9%,Não informado,Não informado,Não informado,Não informado,82.412 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2022\textos\2022_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.827 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.940 milhões R$,28.7%,14.5%,Não informado,Não informado,Não informado,Não informado,20.330 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16% do total,84% do total,Não informado,"R$ 0,57 por ação GGBR; R$ 0,29 por ação GOAU; Dividendos distribuídos: 2.408 milhões R$ (2021), 5.355 milhões R$ (UDM 1T22)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"5.647 milhões R$ (2021), 13.879 milhões R$ (UDM 1T22)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2022\textos\2022_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_2T_AP.txt,23.807 MW,Não informado,Não informado,Não informado,Não informado,12.800 milhões R$,Não informado,Não informado,410 milhões R$,Não informado,3.574 milhões R$,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.507 milhões R$,53.5%,37.5%,Não informado,Não informado,Não informado,38.9%,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2022\textos\2022_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.878 milhões R$,Não informado,Não informado,Não informado,1.000 milhões R$,9.300 milhões R$,Não informado,Não informado,1.000 milhões R$,Não informado,Não informado,10.400 milhões R$,27.7%,16.1%,Não informado,Não informado,Não informado,Não informado,64.448 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_AP.txt,91%,Não informado,Não informado,Não informado,Não informado,6.8 bilhões R$,Não informado,Não informado,1.5 bilhões R$,Não informado,4.087 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,52.2%,Não informado,Não informado,Não informado,Não informado,Não informado,7.832 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2022,2022\textos\2022_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,8.7 bilhões R$,Não informado,Não informado,4.8 bilhões R$,1.295 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.091 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
