controle_id,lote_producao_id,data_inspecao,inspetor_id,unidades_aprovadas,unidades_rejeitadas,motivo_rejeicao
1597,137,2025-05-16,27,1196,7,cor_incorreta
1598,210,2025-05-17,20,1188,3,furo_incompleto
1599,52,2025-05-18,10,971,4,solda_fraca
1600,320,2025-05-19,16,976,9,falha_eletrica
1601,258,2025-05-20,1,1163,1,bolhas_material
1602,301,2025-05-21,22,1128,6,solda_fraca
1603,347,2025-05-22,24,1097,3,solda_fraca
1604,343,2025-05-23,2,1022,2,bolhas_material
1605,154,2025-05-24,22,1172,9,falha_superficie
1606,168,2025-05-25,28,1049,5,empacotamento_inadequado
1607,241,2025-05-26,12,1099,4,furo_incompleto
1608,340,2025-05-27,28,994,9,dimensao_fora
1609,199,2025-05-28,5,1123,2,solda_fraca
1610,288,2025-05-29,19,1063,6,solda_fraca
1611,192,2025-05-30,2,1069,3,bolhas_material
1612,104,2025-05-31,5,1011,5,falha_superficie
1613,93,2025-06-01,11,1140,7,bolhas_material
1614,261,2025-06-02,9,1067,9,bolhas_material
1615,73,2025-06-03,4,1070,0,furo_incompleto
1616,141,2025-06-04,8,955,7,cor_incorreta
1617,333,2025-06-05,29,1146,5,falha_eletrica
1618,215,2025-06-06,21,1127,6,dimensao_fora
1619,265,2025-06-07,9,1079,1,dimensao_fora
1620,25,2025-06-08,13,1171,6,cor_incorreta
1621,264,2025-06-09,15,1111,7,empacotamento_inadequado
1622,332,2025-06-10,14,968,5,falha_eletrica
1623,189,2025-06-11,22,1016,5,furo_incompleto
1624,258,2025-06-12,2,1181,9,dimensao_fora
1625,256,2025-06-13,1,1107,0,bolhas_material
1626,295,2025-06-14,10,1164,2,dimensao_fora
1627,27,2025-06-15,20,1177,1,empacotamento_inadequado
1628,131,2025-06-16,13,1181,3,cor_incorreta
1629,123,2025-06-17,15,1176,4,cor_incorreta
1630,58,2025-06-18,12,1141,0,empacotamento_inadequado
1631,147,2025-06-19,21,1053,9,falha_eletrica
1632,280,2025-06-20,23,950,7,falha_eletrica
1633,242,2025-06-21,21,1060,2,dimensao_fora
1634,33,2025-06-22,28,1053,9,falha_eletrica
1635,314,2025-06-23,14,1180,7,solda_fraca
1636,1,2025-06-24,16,984,5,empacotamento_inadequado
1637,185,2025-06-25,15,990,0,empacotamento_inadequado
1638,81,2025-06-26,25,1137,3,cor_incorreta
1639,279,2025-06-27,15,1119,8,bolhas_material
1640,277,2025-06-28,29,1077,9,empacotamento_inadequado
1641,208,2025-06-29,12,1081,9,furo_incompleto
1642,236,2025-06-30,13,1162,8,empacotamento_inadequado
1643,297,2025-07-01,10,1145,8,empacotamento_inadequado
1644,146,2025-07-02,7,1054,4,falha_superficie
1645,162,2025-07-03,7,1114,0,falha_superficie
1646,159,2025-07-04,18,1190,3,falha_superficie
1647,37,2025-07-05,5,1061,9,furo_incompleto
1648,136,2025-07-06,10,1127,5,falha_superficie
1649,72,2025-07-07,14,1114,3,falha_eletrica
1650,63,2025-07-08,21,1189,0,cor_incorreta
1651,135,2025-07-09,18,1152,8,empacotamento_inadequado
1652,31,2025-07-10,18,951,0,solda_fraca
1653,140,2025-07-11,10,1007,4,solda_fraca
1654,122,2025-07-12,17,1036,8,falha_eletrica
1655,155,2025-07-13,26,1069,5,empacotamento_inadequado
1656,26,2025-07-14,7,1102,2,empacotamento_inadequado
1657,157,2025-07-15,22,1103,9,bolhas_material
1658,13,2025-07-16,6,1027,0,furo_incompleto
1659,235,2025-07-17,26,1098,0,falha_eletrica
1660,178,2025-07-18,3,1188,8,bolhas_material
1661,116,2025-07-19,26,1116,3,dimensao_fora
1662,24,2025-07-20,4,998,6,empacotamento_inadequado
1663,169,2025-07-21,20,1083,6,cor_incorreta
1664,188,2025-07-22,18,1108,3,cor_incorreta
1665,343,2025-07-23,29,990,1,falha_eletrica
1666,3,2025-07-24,22,1067,7,empacotamento_inadequado
1667,302,2025-07-25,9,1052,0,falha_superficie
1668,218,2025-07-26,3,969,2,empacotamento_inadequado
1669,300,2025-07-27,6,1184,9,falha_superficie
1670,327,2025-07-28,1,1060,0,empacotamento_inadequado
1671,88,2025-07-29,1,1073,9,solda_fraca
1672,149,2025-07-30,15,1086,8,empacotamento_inadequado
1673,312,2025-07-31,17,1193,9,solda_fraca
1674,259,2025-08-01,11,952,7,empacotamento_inadequado
1675,126,2025-08-02,7,967,8,cor_incorreta
1676,49,2025-08-03,23,1072,6,solda_fraca
1677,242,2025-08-04,27,954,2,cor_incorreta
1678,320,2025-08-05,15,1082,7,empacotamento_inadequado
1679,264,2025-08-06,27,974,1,solda_fraca
1680,180,2025-08-07,23,1100,0,cor_incorreta
1681,271,2025-08-08,26,1172,7,cor_incorreta
1682,87,2025-08-09,7,1094,5,cor_incorreta
1683,214,2025-08-10,21,1100,5,falha_superficie
1684,81,2025-08-11,23,1122,6,furo_incompleto
1685,38,2025-08-12,8,1136,3,falha_superficie
1686,244,2025-08-13,20,1149,0,falha_superficie
1687,231,2025-08-14,2,1005,3,dimensao_fora
1688,278,2025-08-15,28,980,2,bolhas_material
1689,325,2025-08-16,21,1121,9,falha_eletrica
1690,80,2025-08-17,27,957,5,bolhas_material
1691,101,2025-08-18,13,1117,1,dimensao_fora
1692,325,2025-08-19,17,1101,9,dimensao_fora
1693,248,2025-08-20,25,988,8,cor_incorreta
1694,130,2025-08-21,29,1012,2,cor_incorreta
1695,181,2025-08-22,8,1005,8,furo_incompleto
1696,6,2025-08-23,3,961,9,bolhas_material
1697,19,2025-08-24,13,958,6,solda_fraca
1698,277,2025-08-25,17,1150,3,bolhas_material
1699,18,2025-08-26,8,977,2,falha_eletrica
1700,36,2025-08-27,14,1076,5,bolhas_material
1701,8,2025-08-28,18,1061,5,solda_fraca
1702,278,2025-08-29,11,1130,7,cor_incorreta
1703,25,2025-08-30,19,1141,9,cor_incorreta
1704,267,2025-08-31,13,1169,4,solda_fraca
1705,190,2025-09-01,12,1115,9,dimensao_fora
1706,267,2025-09-02,5,1167,6,solda_fraca
1707,255,2025-09-03,29,1102,8,empacotamento_inadequado
1708,338,2025-09-04,25,1190,9,bolhas_material
1709,155,2025-09-05,7,1135,0,bolhas_material
1710,289,2025-09-06,18,1085,5,furo_incompleto
1711,76,2025-09-07,20,1020,4,bolhas_material
1712,332,2025-09-08,13,1160,9,empacotamento_inadequado
1713,309,2025-09-09,22,1160,5,bolhas_material
1714,298,2025-09-10,11,986,0,falha_eletrica
1715,71,2025-09-11,16,1131,3,furo_incompleto
1716,243,2025-09-12,13,974,4,falha_superficie
1717,103,2025-09-13,10,1153,4,falha_superficie
1718,291,2025-09-14,6,1147,1,empacotamento_inadequado
1719,36,2025-09-15,11,959,5,falha_superficie
1720,84,2025-09-16,10,1050,2,bolhas_material
1721,94,2025-09-17,9,1130,6,bolhas_material
1722,25,2025-09-18,25,954,1,furo_incompleto
1723,163,2025-09-19,2,1084,5,empacotamento_inadequado
1724,179,2025-09-20,21,1030,2,empacotamento_inadequado
1725,213,2025-09-21,23,1075,0,falha_superficie
1726,32,2025-09-22,13,1179,2,furo_incompleto
1727,336,2025-09-23,29,1170,1,bolhas_material
1728,342,2025-09-24,10,987,0,bolhas_material
1729,115,2025-09-25,17,1105,0,falha_eletrica
1730,221,2025-09-26,22,959,6,furo_incompleto
1731,114,2025-09-27,18,1188,6,furo_incompleto
1732,178,2025-09-28,10,1097,2,solda_fraca
1733,167,2025-09-29,18,1102,2,cor_incorreta
1734,9,2025-09-30,5,984,8,falha_superficie
1735,100,2025-10-01,23,1085,3,empacotamento_inadequado
1736,107,2025-10-02,2,954,1,cor_incorreta
1737,24,2025-10-03,7,997,1,dimensao_fora
1738,279,2025-10-04,6,1098,8,falha_eletrica
1739,251,2025-10-05,2,958,8,bolhas_material
1740,28,2025-10-06,10,1097,2,bolhas_material
1741,130,2025-10-07,18,1069,1,cor_incorreta
1742,209,2025-10-08,29,1036,3,bolhas_material
1743,39,2025-10-09,16,1141,4,dimensao_fora
1744,1,2025-10-10,29,1163,1,cor_incorreta
1745,274,2025-10-11,28,1006,2,furo_incompleto
1746,102,2025-10-12,29,984,8,empacotamento_inadequado
1747,25,2025-10-13,6,1051,5,empacotamento_inadequado
1748,209,2025-10-14,18,1038,0,cor_incorreta
1749,97,2025-10-15,20,1061,6,cor_incorreta
1750,133,2025-10-16,13,952,8,falha_superficie
1751,248,2025-10-17,15,964,5,bolhas_material
1752,138,2025-10-18,5,1116,4,falha_eletrica
1753,204,2025-10-19,3,1026,2,bolhas_material
1754,343,2025-10-20,12,1029,7,falha_superficie
1755,343,2025-10-21,1,1097,4,empacotamento_inadequado
1756,90,2025-10-22,5,963,7,furo_incompleto
1757,159,2025-10-23,9,1184,8,dimensao_fora
1758,3,2025-10-24,14,1082,1,solda_fraca
1759,111,2025-10-25,4,1191,3,cor_incorreta
1760,192,2025-10-26,21,1048,8,dimensao_fora
1761,46,2025-10-27,5,1019,4,falha_superficie
1762,81,2025-10-28,24,1062,2,cor_incorreta
1763,214,2025-10-29,16,1142,6,cor_incorreta
1764,276,2025-10-30,12,1116,7,bolhas_material
1765,117,2025-10-31,4,1064,7,cor_incorreta
1766,174,2025-11-01,26,995,0,cor_incorreta
1767,256,2025-11-02,2,1179,8,furo_incompleto
1768,281,2025-11-03,5,1138,8,bolhas_material
1769,223,2025-11-04,19,973,8,dimensao_fora
1770,47,2025-11-05,18,1180,1,falha_eletrica
1771,349,2025-11-06,29,1087,0,cor_incorreta
1772,96,2025-11-07,14,1084,9,empacotamento_inadequado
1773,57,2025-11-08,19,973,9,empacotamento_inadequado
1774,215,2025-11-09,12,1170,9,falha_eletrica
1775,74,2025-11-10,17,1038,9,dimensao_fora
1776,313,2025-11-11,4,1114,1,empacotamento_inadequado
1777,134,2025-11-12,28,1094,2,cor_incorreta
1778,307,2025-11-13,1,1165,4,falha_eletrica
1779,211,2025-11-14,7,1018,9,falha_superficie
1780,34,2025-11-15,23,1106,7,cor_incorreta
1781,253,2025-11-16,17,1063,6,dimensao_fora
1782,240,2025-11-17,27,1176,4,cor_incorreta
1783,215,2025-11-18,18,1050,2,cor_incorreta
1784,242,2025-11-19,7,1078,5,dimensao_fora
1785,189,2025-11-20,4,1153,6,bolhas_material
1786,228,2025-11-21,14,1032,9,cor_incorreta
1787,334,2025-11-22,12,1074,9,cor_incorreta
1788,197,2025-11-23,21,1081,2,solda_fraca
1789,210,2025-11-24,16,1128,0,furo_incompleto
1790,28,2025-11-25,10,976,9,furo_incompleto
1791,127,2025-11-26,28,951,4,falha_eletrica
1792,241,2025-11-27,24,1069,3,falha_eletrica
1793,28,2025-11-28,18,1024,5,falha_eletrica
1794,58,2025-11-29,11,966,3,dimensao_fora
1795,78,2025-11-30,18,1097,1,falha_eletrica
1796,130,2025-12-01,17,1121,6,dimensao_fora
1797,274,2025-12-02,4,1059,1,dimensao_fora
1798,161,2025-12-03,17,1087,8,bolhas_material
1799,115,2025-12-04,10,1108,4,falha_superficie
1800,54,2025-12-05,12,981,2,cor_incorreta
1801,97,2025-12-06,14,993,3,furo_incompleto
1802,100,2025-12-07,25,1117,7,bolhas_material
1803,22,2025-12-08,20,1017,5,falha_superficie
1804,126,2025-12-09,4,1094,7,bolhas_material
1805,150,2025-12-10,11,980,0,empacotamento_inadequado
1806,88,2025-12-11,25,1174,9,falha_eletrica
1807,224,2025-12-12,6,1145,1,dimensao_fora
1808,201,2025-12-13,29,978,8,bolhas_material
1809,283,2025-12-14,2,1003,9,falha_superficie
1810,324,2025-12-15,29,969,0,cor_incorreta
1811,299,2025-12-16,24,1093,1,falha_eletrica
1812,142,2025-12-17,24,976,7,falha_superficie
1813,1,2025-12-18,19,1164,5,empacotamento_inadequado
1814,342,2025-12-19,24,974,8,cor_incorreta
1815,164,2025-12-20,16,1104,1,dimensao_fora
1816,79,2025-12-21,22,1092,4,falha_superficie
1817,335,2025-12-22,19,1181,4,falha_superficie
1818,43,2025-12-23,17,1002,4,furo_incompleto
1819,96,2025-12-24,18,1123,4,solda_fraca
1820,3,2025-12-25,19,1033,3,cor_incorreta
1821,68,2025-12-26,1,952,5,falha_superficie
1822,278,2025-12-27,24,995,9,dimensao_fora
1823,54,2025-12-28,12,1197,3,furo_incompleto
1824,343,2025-12-29,1,964,4,falha_eletrica
1825,1,2025-12-30,12,1124,1,falha_superficie
1826,67,2025-12-31,11,1096,6,furo_incompleto
1827,246,2026-01-01,28,998,7,bolhas_material
