id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
39213,Inspetor Visual Otico,0.95,0.95,0.98,0.89,108.85,150.67,0.94,0.94,2025-06-22 20:00:00
39214,Scanner AOI,0.9,0.95,0.97,0.93,111.21,156.17,0.98,0.96,2025-06-22 21:00:00
39215,Scanner Linha Producao,0.99,0.95,0.98,0.94,100.33,143.93,0.95,0.91,2025-06-22 22:00:00
39216,Equipamento Solda por Refusao,0.92,0.99,0.99,0.89,115.96,153.06,0.95,0.96,2025-06-22 23:00:00
39217,Calibrador Robos,0.94,0.98,0.96,0.92,112.96,146.37,0.96,0.91,2025-06-23 00:00:00
39218,Inspetor Visual Otico,0.9,0.98,0.99,0.9,129.51,144.0,0.96,0.96,2025-06-23 01:00:00
39219,Calibrador Robos,0.94,0.92,1.0,0.9,118.83,155.01,0.95,0.93,2025-06-23 02:00:00
39220,Calibrador Robos,0.99,0.9,0.96,0.93,129.64,144.99,0.95,0.95,2025-06-23 03:00:00
39221,Scanner Linha Producao,0.96,0.93,0.97,0.96,104.87,134.35,0.96,0.93,2025-06-23 04:00:00
39222,AOI Automatizado,0.98,0.98,0.99,0.92,105.22,152.44,0.94,0.91,2025-06-23 05:00:00
39223,Scanner Linha Producao,0.94,0.96,0.96,0.88,129.52,154.32,0.93,0.96,2025-06-23 06:00:00
39224,Inspetor Visual Otico,0.97,0.97,0.95,0.9,126.05,140.68,0.96,0.96,2025-06-23 07:00:00
39225,Testador Circuito SMT,0.9,0.94,0.99,0.96,112.89,148.3,0.95,0.97,2025-06-23 08:00:00
39226,Testador ICT,0.94,0.91,0.97,0.89,124.72,123.64,0.96,0.94,2025-06-23 09:00:00
39227,Calibrador Robos,0.93,0.94,0.96,0.88,108.38,152.83,0.99,0.96,2025-06-23 10:00:00
39228,Inspetor Visual Otico,0.94,0.92,0.96,0.95,108.2,122.9,0.94,0.93,2025-06-23 11:00:00
39229,AOI Automatizado,0.99,0.93,0.99,0.88,123.48,143.98,0.93,0.97,2025-06-23 12:00:00
39230,Testador ICT,0.9,0.95,0.99,0.97,128.72,139.27,0.93,0.9,2025-06-23 13:00:00
39231,Calibrador Robos,0.94,0.99,0.95,0.9,126.45,133.62,0.98,0.93,2025-06-23 14:00:00
39232,Medidor Corrente,0.98,0.93,1.0,0.97,113.69,140.81,0.95,0.92,2025-06-23 15:00:00
39233,Scanner AOI,0.93,0.92,0.96,0.96,102.75,153.9,0.97,0.9,2025-06-23 16:00:00
39234,AOI Automatizado,0.96,0.96,0.97,0.89,113.42,133.51,0.97,0.94,2025-06-23 17:00:00
39235,Calibrador Robos,0.94,0.91,0.99,0.89,109.74,138.04,0.97,0.95,2025-06-23 18:00:00
39236,Calibrador Robos,0.98,0.92,0.96,0.93,125.74,122.86,0.97,0.94,2025-06-23 19:00:00
39237,Inspetor Visual Otico,0.93,0.96,0.95,0.91,116.88,136.12,0.96,0.95,2025-06-23 20:00:00
39238,Scanner Linha Producao,0.97,0.91,0.96,0.95,127.35,151.32,0.97,0.95,2025-06-23 21:00:00
39239,Calibrador Robos,0.91,0.96,1.0,0.91,108.14,133.08,0.97,0.95,2025-06-23 22:00:00
39240,Equipamento Solda por Refusao,0.91,0.98,0.99,0.92,113.79,147.35,0.97,0.91,2025-06-23 23:00:00
39241,Testador ICT,0.97,0.94,0.97,0.91,121.83,149.41,0.96,0.91,2025-06-24 00:00:00
39242,Inspetor Visual Otico,0.98,0.99,0.98,0.92,118.02,131.73,0.97,0.94,2025-06-24 01:00:00
39243,Simulador Ambiente,0.91,0.98,1.0,0.88,104.17,143.5,0.98,0.97,2025-06-24 02:00:00
39244,Medidor Corrente,0.93,0.91,0.98,0.9,127.36,149.74,0.96,0.92,2025-06-24 03:00:00
39245,Scanner Linha Producao,0.94,0.97,0.95,0.88,126.58,135.74,0.98,0.96,2025-06-24 04:00:00
39246,Scanner Linha Producao,0.99,0.91,0.98,0.96,127.94,152.49,0.95,0.92,2025-06-24 05:00:00
39247,Equipamento Solda por Onda,0.94,0.94,1.0,0.95,112.62,136.98,0.94,0.96,2025-06-24 06:00:00
39248,Scanner Linha Producao,0.98,0.9,0.98,0.91,129.91,153.06,0.97,0.93,2025-06-24 07:00:00
39249,Medidor Corrente,0.91,0.95,0.99,0.9,115.59,132.99,0.93,0.95,2025-06-24 08:00:00
39250,Simulador Ambiente,0.92,0.96,0.97,0.91,125.51,158.76,0.98,0.92,2025-06-24 09:00:00
39251,Calibrador Robos,0.99,0.97,0.96,0.94,112.31,150.69,0.99,0.94,2025-06-24 10:00:00
39252,Scanner Linha Producao,0.91,0.98,0.95,0.95,107.93,150.21,0.99,0.93,2025-06-24 11:00:00
39253,Simulador Ambiente,0.92,0.95,0.99,0.92,107.42,121.85,0.96,0.97,2025-06-24 12:00:00
39254,Scanner AOI,0.98,0.97,0.95,0.97,116.73,127.21,0.95,0.93,2025-06-24 13:00:00
39255,Simulador Ambiente,0.92,0.98,0.95,0.92,126.01,153.9,0.97,0.92,2025-06-24 14:00:00
39256,Calibrador Robos,0.97,0.95,1.0,0.92,101.38,120.13,0.94,0.94,2025-06-24 15:00:00
39257,Scanner Linha Producao,0.9,0.93,0.99,0.96,109.21,126.37,0.99,0.95,2025-06-24 16:00:00
39258,Scanner Linha Producao,0.94,0.92,0.98,0.9,107.57,132.46,0.97,0.92,2025-06-24 17:00:00
39259,Equipamento Solda por Refusao,0.98,0.92,0.99,0.89,109.32,128.67,0.93,0.9,2025-06-24 18:00:00
39260,AOI Automatizado,0.97,0.94,0.95,0.89,127.42,142.78,0.96,0.96,2025-06-24 19:00:00
39261,Testador ICT,0.9,0.9,0.97,0.91,112.49,123.15,0.95,0.96,2025-06-24 20:00:00
39262,Equipamento Solda por Onda,0.98,0.95,0.97,0.96,117.15,155.68,0.97,0.93,2025-06-24 21:00:00
39263,Scanner AOI,0.98,0.9,0.98,0.93,119.85,124.71,0.95,0.93,2025-06-24 22:00:00
39264,Inspetor Visual Otico,0.97,0.99,0.98,0.88,115.34,138.89,0.96,0.93,2025-06-24 23:00:00
39265,Scanner AOI,0.93,0.9,1.0,0.93,117.03,139.86,0.95,0.97,2025-06-25 00:00:00
39266,Simulador Ambiente,0.95,0.95,0.96,0.93,114.03,140.01,0.99,0.97,2025-06-25 01:00:00
39267,Testador ICT,0.98,0.97,0.97,0.92,127.74,153.17,0.93,0.96,2025-06-25 02:00:00
39268,Calibrador Robos,0.95,0.97,0.95,0.94,124.87,139.01,0.93,0.97,2025-06-25 03:00:00
39269,Scanner Linha Producao,0.97,0.94,0.95,0.96,116.24,124.07,0.95,0.95,2025-06-25 04:00:00
39270,Testador Circuito SMT,0.93,0.91,0.99,0.9,100.39,137.81,0.96,0.94,2025-06-25 05:00:00
39271,Calibrador Robos,0.91,0.95,0.99,0.9,113.0,142.05,0.94,0.91,2025-06-25 06:00:00
39272,Simulador Ambiente,0.98,0.92,0.97,0.91,108.69,132.41,0.98,0.9,2025-06-25 07:00:00
39273,Calibrador Robos,0.98,0.9,0.97,0.97,123.02,156.12,0.97,0.92,2025-06-25 08:00:00
39274,Medidor Corrente,0.92,0.99,0.96,0.91,125.16,144.63,0.96,0.91,2025-06-25 09:00:00
39275,AOI Automatizado,0.93,0.91,0.98,0.88,104.13,141.07,0.94,0.94,2025-06-25 10:00:00
39276,Testador ICT,0.94,0.99,0.96,0.96,112.18,147.99,0.98,0.97,2025-06-25 11:00:00
39277,Medidor Corrente,0.99,0.96,0.98,0.93,129.13,141.08,0.98,0.92,2025-06-25 12:00:00
39278,Scanner Linha Producao,0.93,0.92,0.95,0.94,110.85,126.75,0.98,0.93,2025-06-25 13:00:00
39279,Simulador Ambiente,0.93,0.91,0.99,0.92,102.07,135.07,0.94,0.93,2025-06-25 14:00:00
39280,Equipamento Solda por Onda,0.95,0.92,0.99,0.92,111.16,125.78,0.98,0.97,2025-06-25 15:00:00
39281,Testador Circuito SMT,0.96,0.94,0.99,0.96,110.66,155.12,0.96,0.9,2025-06-25 16:00:00
39282,Scanner AOI,0.94,0.95,0.96,0.89,103.64,147.05,0.98,0.96,2025-06-25 17:00:00
39283,Scanner Linha Producao,0.91,0.99,0.97,0.89,100.87,149.91,0.95,0.96,2025-06-25 18:00:00
39284,Simulador Ambiente,0.93,0.93,0.98,0.92,113.36,149.06,0.97,0.96,2025-06-25 19:00:00
39285,Calibrador Robos,0.92,0.95,0.99,0.92,124.51,123.78,0.98,0.92,2025-06-25 20:00:00
39286,Inspetor Visual Otico,0.97,0.94,1.0,0.9,122.61,145.78,0.97,0.96,2025-06-25 21:00:00
39287,Equipamento Solda por Onda,0.95,0.95,0.98,0.97,116.47,151.34,0.94,0.92,2025-06-25 22:00:00
39288,Scanner Linha Producao,0.98,0.98,0.99,0.93,119.06,125.78,0.96,0.96,2025-06-25 23:00:00
39289,AOI Automatizado,0.93,0.91,0.99,0.94,119.43,149.82,0.96,0.95,2025-06-26 00:00:00
39290,Testador ICT,0.93,0.99,0.96,0.95,115.27,122.13,0.97,0.91,2025-06-26 01:00:00
39291,AOI Automatizado,0.92,0.95,0.97,0.95,102.54,152.93,0.93,0.93,2025-06-26 02:00:00
39292,Testador Circuito SMT,0.98,0.98,0.98,0.96,101.92,137.25,0.98,0.93,2025-06-26 03:00:00
39293,Scanner Linha Producao,0.95,0.92,0.95,0.92,124.22,126.49,0.93,0.95,2025-06-26 04:00:00
39294,Calibrador Robos,0.92,0.94,0.96,0.95,122.72,135.8,0.98,0.93,2025-06-26 05:00:00
39295,Equipamento Solda por Onda,0.95,0.94,0.96,0.92,120.57,129.39,0.94,0.95,2025-06-26 06:00:00
39296,Equipamento Solda por Onda,0.97,0.92,0.98,0.91,119.43,131.67,0.95,0.91,2025-06-26 07:00:00
39297,Medidor Corrente,0.98,0.95,0.97,0.95,111.5,130.61,0.95,0.96,2025-06-26 08:00:00
39298,Equipamento Solda por Refusao,0.99,0.95,0.96,0.94,117.99,159.25,0.94,0.92,2025-06-26 09:00:00
39299,Simulador Ambiente,0.9,0.93,0.98,0.94,102.21,154.2,0.96,0.94,2025-06-26 10:00:00
39300,Inspetor Visual Otico,0.99,0.93,0.96,0.95,128.08,147.09,0.93,0.96,2025-06-26 11:00:00
39301,Testador Circuito SMT,0.98,0.97,0.95,0.89,100.42,131.6,0.94,0.95,2025-06-26 12:00:00
39302,Testador ICT,0.92,0.92,0.97,0.95,117.41,142.25,0.97,0.92,2025-06-26 13:00:00
39303,Inspetor Visual Otico,0.94,0.98,0.97,0.9,112.52,155.49,0.96,0.93,2025-06-26 14:00:00
39304,Calibrador Robos,0.97,0.93,0.99,0.96,107.07,123.39,0.98,0.95,2025-06-26 15:00:00
39305,Inspetor Visual Otico,0.96,0.98,0.96,0.9,102.6,147.29,0.96,0.95,2025-06-26 16:00:00
39306,Inspetor Visual Otico,0.98,0.92,0.96,0.96,102.08,132.38,0.98,0.95,2025-06-26 17:00:00
39307,Inspetor Visual Otico,0.94,0.96,0.98,0.88,124.8,135.74,0.99,0.92,2025-06-26 18:00:00
39308,AOI Automatizado,0.94,0.93,0.99,0.91,100.33,159.71,0.98,0.93,2025-06-26 19:00:00
39309,Medidor Corrente,0.92,0.94,0.96,0.92,121.2,123.51,0.99,0.93,2025-06-26 20:00:00
39310,Scanner AOI,0.91,0.95,0.96,0.9,111.43,154.05,0.99,0.97,2025-06-26 21:00:00
39311,Inspetor Visual Otico,0.96,0.91,0.96,0.93,109.2,152.72,0.98,0.96,2025-06-26 22:00:00
39312,Inspetor Visual Otico,0.98,0.91,0.99,0.92,119.8,157.81,0.97,0.95,2025-06-26 23:00:00
39313,Equipamento Solda por Onda,0.92,0.91,0.99,0.89,108.11,122.63,0.95,0.97,2025-06-27 00:00:00
39314,Scanner Linha Producao,0.97,0.92,0.95,0.95,122.3,129.62,0.96,0.96,2025-06-27 01:00:00
39315,Equipamento Solda por Onda,0.99,0.95,0.97,0.93,110.56,145.03,0.99,0.95,2025-06-27 02:00:00
39316,Testador ICT,0.91,0.96,0.99,0.96,104.62,138.57,0.96,0.95,2025-06-27 03:00:00
39317,Testador Circuito SMT,0.93,0.96,0.98,0.9,118.94,145.56,0.97,0.95,2025-06-27 04:00:00
39318,Medidor Corrente,0.95,0.95,0.97,0.92,108.37,135.54,0.95,0.91,2025-06-27 05:00:00
39319,Testador ICT,0.95,0.94,1.0,0.96,113.14,147.65,0.98,0.91,2025-06-27 06:00:00
39320,Equipamento Solda por Refusao,0.92,0.94,0.96,0.95,127.85,149.38,0.93,0.94,2025-06-27 07:00:00
39321,Testador ICT,0.98,0.93,0.97,0.97,117.61,129.24,0.97,0.91,2025-06-27 08:00:00
39322,Equipamento Solda por Onda,0.93,0.93,0.95,0.93,101.22,143.19,0.96,0.97,2025-06-27 09:00:00
39323,Scanner Linha Producao,0.93,0.93,0.98,0.96,110.79,153.14,0.98,0.95,2025-06-27 10:00:00
39324,Simulador Ambiente,0.97,0.99,0.96,0.92,118.85,144.92,0.96,0.94,2025-06-27 11:00:00
39325,Testador Circuito SMT,0.95,0.98,0.99,0.89,107.53,157.24,0.97,0.91,2025-06-27 12:00:00
39326,Medidor Corrente,0.95,0.94,0.98,0.9,100.9,144.0,0.97,0.97,2025-06-27 13:00:00
39327,Medidor Corrente,0.98,0.95,0.98,0.96,118.81,134.36,0.95,0.92,2025-06-27 14:00:00
39328,Inspetor Visual Otico,0.99,0.97,0.97,0.89,102.09,148.17,0.95,0.94,2025-06-27 15:00:00
39329,Calibrador Robos,0.95,0.92,0.99,0.96,113.7,129.64,0.94,0.93,2025-06-27 16:00:00
39330,AOI Automatizado,0.94,0.91,0.98,0.93,124.39,132.4,0.95,0.95,2025-06-27 17:00:00
39331,AOI Automatizado,0.93,0.94,0.96,0.97,122.05,133.6,0.98,0.93,2025-06-27 18:00:00
39332,Simulador Ambiente,0.98,0.96,0.95,0.91,111.51,141.75,0.94,0.93,2025-06-27 19:00:00
39333,Calibrador Robos,0.91,0.96,0.97,0.89,119.13,143.35,0.99,0.94,2025-06-27 20:00:00
39334,Calibrador Robos,0.9,0.91,0.97,0.9,118.41,139.95,0.95,0.92,2025-06-27 21:00:00
39335,Calibrador Robos,0.92,0.95,0.98,0.94,103.59,158.34,0.96,0.95,2025-06-27 22:00:00
39336,Testador ICT,0.94,0.91,0.97,0.92,108.92,142.66,0.97,0.92,2025-06-27 23:00:00
39337,Equipamento Solda por Refusao,0.98,0.93,0.97,0.94,123.83,132.2,0.98,0.93,2025-06-28 00:00:00
39338,Scanner AOI,0.96,0.93,0.99,0.89,124.42,155.37,0.99,0.92,2025-06-28 01:00:00
39339,Scanner Linha Producao,0.93,0.95,1.0,0.95,107.9,133.67,0.95,0.92,2025-06-28 02:00:00
39340,Equipamento Solda por Refusao,0.91,0.92,0.98,0.94,122.53,121.37,0.96,0.95,2025-06-28 03:00:00
39341,Scanner Linha Producao,0.99,0.94,0.95,0.94,107.22,139.41,0.96,0.92,2025-06-28 04:00:00
39342,Medidor Corrente,0.94,0.91,0.98,0.96,111.35,121.7,0.93,0.93,2025-06-28 05:00:00
39343,Equipamento Solda por Onda,0.95,0.93,0.96,0.96,114.66,157.04,0.95,0.9,2025-06-28 06:00:00
39344,Medidor Corrente,0.96,0.98,0.97,0.94,123.48,139.42,0.97,0.9,2025-06-28 07:00:00
39345,Scanner AOI,0.97,0.91,0.99,0.94,126.54,135.03,0.98,0.97,2025-06-28 08:00:00
39346,Equipamento Solda por Refusao,0.95,0.92,0.99,0.91,125.56,129.13,0.97,0.94,2025-06-28 09:00:00
39347,Medidor Corrente,0.98,0.93,0.96,0.88,114.86,147.26,0.96,0.92,2025-06-28 10:00:00
39348,Simulador Ambiente,0.93,0.92,0.97,0.92,125.32,135.15,0.97,0.92,2025-06-28 11:00:00
39349,Equipamento Solda por Onda,0.94,0.91,0.96,0.91,127.2,142.23,0.94,0.95,2025-06-28 12:00:00
39350,Scanner AOI,0.92,0.97,0.97,0.88,128.05,124.83,0.97,0.95,2025-06-28 13:00:00
39351,Equipamento Solda por Refusao,0.9,0.9,0.98,0.88,105.87,121.89,0.95,0.93,2025-06-28 14:00:00
39352,Calibrador Robos,0.95,0.96,1.0,0.96,120.0,152.59,0.94,0.9,2025-06-28 15:00:00
39353,Medidor Corrente,0.99,0.91,0.96,0.94,109.69,142.27,0.98,0.92,2025-06-28 16:00:00
39354,Testador ICT,0.95,0.98,0.99,0.96,109.51,155.08,0.99,0.93,2025-06-28 17:00:00
39355,Equipamento Solda por Onda,0.93,0.91,1.0,0.9,129.19,145.53,0.95,0.94,2025-06-28 18:00:00
39356,Testador ICT,0.95,0.92,0.99,0.96,101.79,151.59,0.93,0.92,2025-06-28 19:00:00
39357,Medidor Corrente,0.99,0.99,0.97,0.96,128.36,132.58,0.98,0.93,2025-06-28 20:00:00
39358,Calibrador Robos,0.97,0.92,0.99,0.91,129.84,135.49,0.95,0.95,2025-06-28 21:00:00
39359,Inspetor Visual Otico,0.9,0.98,0.98,0.88,104.76,122.26,0.95,0.9,2025-06-28 22:00:00
39360,Inspetor Visual Otico,0.95,0.94,0.96,0.96,100.9,151.28,0.98,0.92,2025-06-28 23:00:00
39361,Calibrador Robos,0.97,0.94,0.98,0.93,127.0,124.22,0.94,0.96,2025-06-29 00:00:00
39362,Inspetor Visual Otico,0.98,0.93,0.96,0.9,125.11,143.56,0.98,0.94,2025-06-29 01:00:00
39363,Scanner AOI,0.97,0.92,0.96,0.89,126.82,134.86,0.93,0.92,2025-06-29 02:00:00
39364,Medidor Corrente,0.94,0.99,0.98,0.96,100.97,154.77,0.95,0.94,2025-06-29 03:00:00
39365,AOI Automatizado,0.98,0.91,0.97,0.94,126.76,137.91,0.96,0.95,2025-06-29 04:00:00
39366,AOI Automatizado,0.95,0.96,0.95,0.95,112.65,121.72,0.95,0.94,2025-06-29 05:00:00
39367,Testador ICT,0.9,0.9,0.97,0.96,104.98,137.32,0.94,0.95,2025-06-29 06:00:00
39368,Scanner AOI,0.93,0.96,0.99,0.89,125.64,149.91,0.95,0.93,2025-06-29 07:00:00
39369,Equipamento Solda por Onda,0.99,0.93,0.98,0.92,123.52,152.43,0.94,0.9,2025-06-29 08:00:00
39370,Scanner AOI,0.97,0.97,0.99,0.95,102.18,159.39,0.98,0.95,2025-06-29 09:00:00
39371,Scanner AOI,0.99,0.92,0.99,0.96,125.12,148.37,0.97,0.95,2025-06-29 10:00:00
39372,Scanner Linha Producao,0.94,0.91,0.96,0.95,128.09,144.63,0.96,0.95,2025-06-29 11:00:00
39373,Inspetor Visual Otico,0.95,0.92,0.98,0.95,127.81,146.1,0.98,0.95,2025-06-29 12:00:00
39374,Simulador Ambiente,0.92,0.93,0.96,0.97,107.29,135.34,0.94,0.94,2025-06-29 13:00:00
39375,Simulador Ambiente,0.96,0.98,0.95,0.95,118.75,133.32,0.98,0.9,2025-06-29 14:00:00
39376,Calibrador Robos,0.98,0.91,0.96,0.91,107.92,145.14,0.98,0.92,2025-06-29 15:00:00
39377,Scanner AOI,0.98,0.98,0.95,0.89,114.69,157.71,0.97,0.95,2025-06-29 16:00:00
39378,Equipamento Solda por Onda,0.92,0.98,0.99,0.92,100.7,143.18,0.93,0.93,2025-06-29 17:00:00
39379,Equipamento Solda por Onda,0.92,0.95,0.98,0.96,123.58,155.27,0.93,0.96,2025-06-29 18:00:00
39380,Testador ICT,0.95,0.98,0.98,0.93,104.05,153.92,0.94,0.91,2025-06-29 19:00:00
39381,Testador ICT,0.98,0.97,1.0,0.95,119.52,128.22,0.95,0.93,2025-06-29 20:00:00
39382,Scanner AOI,0.96,0.95,0.98,0.91,112.69,132.87,0.99,0.97,2025-06-29 21:00:00
39383,Scanner AOI,0.94,0.96,0.97,0.95,129.92,135.2,0.97,0.93,2025-06-29 22:00:00
39384,Calibrador Robos,0.96,0.9,0.98,0.95,124.76,148.24,0.94,0.9,2025-06-29 23:00:00
39385,Scanner Linha Producao,0.91,0.95,0.95,0.93,114.76,138.24,0.98,0.91,2025-06-30 00:00:00
39386,Inspetor Visual Otico,0.94,0.96,0.99,0.97,105.59,145.08,0.97,0.96,2025-06-30 01:00:00
39387,Testador Circuito SMT,0.96,0.92,0.96,0.9,116.11,157.86,0.98,0.94,2025-06-30 02:00:00
39388,Equipamento Solda por Refusao,0.99,0.99,0.97,0.91,102.36,156.38,0.96,0.96,2025-06-30 03:00:00
39389,Scanner Linha Producao,0.91,0.92,0.98,0.89,106.25,149.25,0.98,0.96,2025-06-30 04:00:00
39390,Equipamento Solda por Refusao,0.97,0.95,0.95,0.9,115.93,129.67,0.97,0.96,2025-06-30 05:00:00
39391,Inspetor Visual Otico,0.94,0.96,0.97,0.88,110.37,137.45,0.99,0.92,2025-06-30 06:00:00
39392,AOI Automatizado,0.93,0.98,0.99,0.94,102.95,131.38,0.98,0.97,2025-06-30 07:00:00
39393,Inspetor Visual Otico,0.95,0.97,0.98,0.96,113.2,126.96,0.96,0.92,2025-06-30 08:00:00
39394,Equipamento Solda por Onda,0.97,0.98,0.96,0.9,113.51,130.88,0.97,0.9,2025-06-30 09:00:00
39395,Calibrador Robos,0.9,0.95,0.96,0.93,129.16,142.29,0.97,0.91,2025-06-30 10:00:00
39396,Simulador Ambiente,0.95,0.98,0.99,0.9,101.26,129.24,0.96,0.97,2025-06-30 11:00:00
39397,Testador Circuito SMT,0.91,0.97,0.99,0.89,117.63,154.63,0.97,0.9,2025-06-30 12:00:00
39398,Simulador Ambiente,0.98,0.98,0.98,0.91,102.62,156.86,0.96,0.93,2025-06-30 13:00:00
39399,Testador Circuito SMT,0.94,0.93,0.97,0.97,120.95,125.52,0.96,0.94,2025-06-30 14:00:00
39400,Scanner AOI,0.98,0.94,0.97,0.91,102.93,159.68,0.94,0.95,2025-06-30 15:00:00
39401,AOI Automatizado,0.97,0.92,0.96,0.91,112.4,120.19,0.97,0.94,2025-06-30 16:00:00
39402,Calibrador Robos,0.93,0.9,0.99,0.93,125.41,127.3,0.98,0.94,2025-06-30 17:00:00
39403,Inspetor Visual Otico,0.92,0.99,1.0,0.96,128.69,148.64,0.97,0.96,2025-06-30 18:00:00
39404,AOI Automatizado,0.96,0.94,0.97,0.92,107.11,137.99,0.95,0.94,2025-06-30 19:00:00
39405,Scanner AOI,0.98,0.98,0.98,0.96,113.42,144.6,0.96,0.95,2025-06-30 20:00:00
39406,AOI Automatizado,0.96,0.94,0.96,0.96,108.43,137.74,0.98,0.95,2025-06-30 21:00:00
39407,Scanner AOI,0.92,0.93,1.0,0.9,129.96,123.98,0.96,0.91,2025-06-30 22:00:00
39408,Scanner AOI,0.98,0.99,0.96,0.89,123.31,124.91,0.97,0.92,2025-06-30 23:00:00
39409,Inspetor Visual Otico,0.96,0.93,0.95,0.97,102.77,144.62,0.95,0.93,2025-07-01 00:00:00
39410,Calibrador Robos,0.92,0.95,0.99,0.9,123.7,126.86,0.95,0.95,2025-07-01 01:00:00
39411,Simulador Ambiente,0.94,0.96,0.99,0.92,120.31,153.41,0.94,0.93,2025-07-01 02:00:00
39412,Simulador Ambiente,0.92,0.95,1.0,0.93,119.54,134.15,0.93,0.9,2025-07-01 03:00:00
39413,Inspetor Visual Otico,0.96,0.91,0.99,0.92,101.91,141.11,0.97,0.93,2025-07-01 04:00:00
39414,Equipamento Solda por Refusao,0.99,0.92,0.98,0.88,114.4,120.55,0.95,0.92,2025-07-01 05:00:00
39415,Inspetor Visual Otico,0.96,0.94,0.99,0.95,129.27,159.91,0.99,0.94,2025-07-01 06:00:00
39416,Simulador Ambiente,0.94,0.91,0.98,0.92,121.16,120.16,0.99,0.95,2025-07-01 07:00:00
39417,Scanner AOI,0.98,0.95,0.99,0.92,112.32,151.24,0.99,0.91,2025-07-01 08:00:00
39418,Testador ICT,0.95,0.98,0.99,0.93,100.7,133.04,0.96,0.97,2025-07-01 09:00:00
39419,AOI Automatizado,0.93,0.95,0.97,0.89,117.66,126.4,0.94,0.96,2025-07-01 10:00:00
39420,Scanner AOI,0.95,0.95,0.96,0.88,125.94,159.97,0.93,0.94,2025-07-01 11:00:00
39421,Equipamento Solda por Onda,0.93,0.93,1.0,0.89,129.01,157.28,0.93,0.94,2025-07-01 12:00:00
39422,Equipamento Solda por Onda,0.94,0.91,0.99,0.91,114.19,125.39,0.94,0.92,2025-07-01 13:00:00
39423,Equipamento Solda por Refusao,0.99,0.98,0.96,0.89,103.88,143.39,0.98,0.96,2025-07-01 14:00:00
39424,Testador ICT,0.96,0.94,0.96,0.89,117.71,142.86,0.93,0.91,2025-07-01 15:00:00
39425,Scanner AOI,0.94,0.97,0.99,0.93,123.68,150.23,0.93,0.95,2025-07-01 16:00:00
39426,Testador Circuito SMT,0.92,0.92,0.99,0.92,102.79,125.54,0.97,0.92,2025-07-01 17:00:00
39427,Scanner AOI,0.98,0.96,1.0,0.96,121.89,121.97,0.98,0.92,2025-07-01 18:00:00
39428,Calibrador Robos,0.95,0.95,0.99,0.96,108.81,155.46,0.97,0.91,2025-07-01 19:00:00
39429,Medidor Corrente,0.9,0.91,0.98,0.9,114.23,123.03,0.94,0.94,2025-07-01 20:00:00
39430,Inspetor Visual Otico,0.94,0.93,1.0,0.91,128.79,130.24,0.97,0.92,2025-07-01 21:00:00
39431,Testador ICT,0.97,0.95,0.96,0.92,121.73,127.19,0.95,0.96,2025-07-01 22:00:00
39432,Inspetor Visual Otico,0.91,0.97,0.97,0.9,111.94,124.53,0.95,0.96,2025-07-01 23:00:00
39433,Calibrador Robos,0.98,0.97,0.97,0.89,122.92,159.06,0.97,0.92,2025-07-02 00:00:00
39434,Equipamento Solda por Onda,0.98,0.97,0.99,0.91,105.18,136.65,0.94,0.92,2025-07-02 01:00:00
39435,AOI Automatizado,0.92,0.93,0.97,0.88,120.36,138.68,0.98,0.95,2025-07-02 02:00:00
39436,Calibrador Robos,0.96,0.94,0.98,0.92,101.31,134.38,0.94,0.91,2025-07-02 03:00:00
39437,Testador Circuito SMT,0.93,0.94,0.98,0.9,129.93,128.97,0.93,0.91,2025-07-02 04:00:00
39438,Equipamento Solda por Onda,0.92,0.93,0.96,0.95,103.04,144.64,0.98,0.91,2025-07-02 05:00:00
39439,Equipamento Solda por Refusao,0.97,0.93,0.96,0.91,101.1,122.46,0.95,0.91,2025-07-02 06:00:00
39440,Equipamento Solda por Onda,0.93,0.94,0.96,0.94,102.43,122.3,0.93,0.93,2025-07-02 07:00:00
39441,Scanner AOI,0.92,0.95,0.96,0.92,100.01,146.79,0.96,0.95,2025-07-02 08:00:00
39442,Calibrador Robos,0.99,0.98,0.98,0.92,113.14,145.09,0.97,0.96,2025-07-02 09:00:00
39443,Simulador Ambiente,0.92,0.91,0.98,0.96,104.69,137.12,0.94,0.94,2025-07-02 10:00:00
39444,Equipamento Solda por Refusao,0.97,0.92,0.97,0.97,113.55,159.87,0.95,0.97,2025-07-02 11:00:00
39445,Equipamento Solda por Onda,0.98,0.97,0.98,0.91,112.39,146.75,0.99,0.93,2025-07-02 12:00:00
39446,Simulador Ambiente,0.9,0.94,0.97,0.9,102.46,143.53,0.99,0.97,2025-07-02 13:00:00
39447,Scanner Linha Producao,0.91,0.97,0.98,0.91,125.13,144.23,0.93,0.91,2025-07-02 14:00:00
39448,Calibrador Robos,0.93,0.92,0.97,0.88,108.67,133.94,0.97,0.94,2025-07-02 15:00:00
39449,Calibrador Robos,0.91,0.99,0.98,0.93,120.94,150.51,0.95,0.93,2025-07-02 16:00:00
39450,Simulador Ambiente,0.99,0.93,0.99,0.92,109.17,145.04,0.97,0.96,2025-07-02 17:00:00
39451,Testador ICT,0.99,0.92,0.99,0.96,104.28,128.18,0.97,0.96,2025-07-02 18:00:00
